J1,PO1,PD1,UTC_2021,UTC_1970,ToD,Google_DepTime,car_freeflow_TravelTime_sec,car_InTraffic_TravelTime_sec,car_distance_m,car_mode,car_status,PT_TravelTime_sec,PT_distance_m,PT_mode,PT_status,Walk_TravelTime_sec,Walk_distance_m,Walk_mode,Walk_status,Bicycle_TravelTime_sec,Bicycle_Distance_m,Bicycle_mode,Bicycle_status,gh_car_sec,gh_pt_sec,gh_foot_sec,gh_bike_sec
1,EH91AS,EH88PJ,3/10/21 8:00,1/1/70 0:00,8:00:00 AM,1615363200,609,586,3398,driving,OK,1534,4053,transit,OK,2059,2863,walking,OK,628,3257,bicycling,OK,387,1403,2025,692
2,G776AA,G467JN,3/10/21 12:50,1/1/70 0:00,12:50:00 PM,1615380600,339,383,3642,driving,OK,752,3982,transit,OK,2450,3527,walking,OK,493,3535,bicycling,OK,217,686,2872,704
3,G14NN,PA209HT,3/10/21 15:30,1/1/70 0:00,3:30:00 PM,1615390200,6470,6527,65173,driving,OK,8023,62737,transit,OK,68085,93308,walking,OK,14257,66506,bicycling,OK,6715,10728,42707,15300
4253,G14NN,PA209HT,3/23/21 15:30,1/1/70 0:00,3:30:00 PM,1616513400,6438,6500,65173,driving,OK,7768,62856,transit,OK,68086,93308,walking,OK,14262,66506,bicycling,OK,6715,10728,42707,15300
5781,G14NN,PA209HT,3/23/21 15:30,1/1/70 0:00,3:30:00 PM,1616513400,6438,6500,65173,driving,OK,7768,62856,transit,OK,68078,93308,walking,OK,14262,66506,bicycling,OK,6715,10728,42707,15300
13002,G14NN,PA209HT,4/22/21 15:30,1/1/70 0:00,3:30:00 PM,1619109000,6470,6516,65164,driving,OK,8340,62644,transit,OK,67912,93210,walking,OK,14075,66408,bicycling,OK,6715,10728,42707,15300
14163,G14NN,PA209HT,4/23/21 15:30,1/1/70 0:00,3:30:00 PM,1619195400,6470,6506,65164,driving,OK,8340,62644,transit,OK,67912,93210,walking,OK,14075,66408,bicycling,OK,6715,10728,42707,15300
15746,G14NN,PA209HT,4/23/21 15:30,1/1/70 0:00,3:30:00 PM,1619195400,6470,6506,65164,driving,OK,8340,62644,transit,OK,67912,93210,walking,OK,14075,66408,bicycling,OK,6715,10728,42707,15300
17405,G14NN,PA209HT,8/4/21 15:30,1/1/70 0:00,3:30:00 PM,1628094600,6458,6665,64961,driving,OK,8340,62644,transit,OK,67910,93210,walking,OK,14057,66441,bicycling,OK,6715,10728,42707,15300
4,G626PB,G628AU,3/10/21 16:00,1/1/70 0:00,4:00:00 PM,1615392000,206,217,971,driving,OK,446,1588,transit,OK,707,864,walking,OK,303,864,bicycling,OK,102,601,601,231
5,AB115RG,AB115RG,3/10/21 12:00,1/1/70 0:00,12:00:00 PM,1615377600,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
6,FK14JA,FK14LS,3/10/21 17:00,1/1/70 0:00,5:00:00 PM,1615395600,250,251,1483,driving,OK,989,1316,transit,OK,989,1316,walking,OK,282,1316,bicycling,OK,146,743,743,298
7,KA91QL,KA111JT,3/10/21 20:05,1/1/70 0:00,8:05:00 PM,1615406700,956,935,16472,driving,OK,5801,29658,transit,OK,11945,16093,walking,OK,3336,17165,bicycling,OK,743,2356,12196,3772
11149,KA91QL,KA111JT,4/22/21 20:05,1/1/70 0:00,8:05:00 PM,1619125500,977,947,16547,driving,OK,4097,25446,transit,OK,11897,16033,walking,OK,3284,16932,bicycling,OK,743,2356,12196,3772
13918,KA91QL,KA111JT,4/22/21 20:05,1/1/70 0:00,8:05:00 PM,1619125500,977,950,16547,driving,OK,4097,25446,transit,OK,11897,16033,walking,OK,3284,16932,bicycling,OK,743,2356,12196,3772
8,KW151JQ,KW151LB,3/10/21 10:10,1/1/70 0:00,10:10:00 AM,1615371000,142,150,1023,driving,OK,514,746,transit,OK,514,746,walking,OK,248,874,bicycling,OK,52,556,608,241
9,HS12QY,HS12LR,3/10/21 16:00,1/1/70 0:00,4:00:00 PM,1615392000,120,128,868,driving,OK,595,751,transit,OK,595,751,walking,OK,231,803,bicycling,OK,62,472,501,143
10,EH74EW,EH413AX,3/10/21 13:00,1/1/70 0:00,1:00:00 PM,1615381200,2151,2282,29508,driving,OK,4259,28199,transit,OK,20395,27325,walking,OK,6529,32695,bicycling,OK,1533,3736,22578,7061
11,G741LL,G744BJ,3/10/21 17:30,1/1/70 0:00,5:30:00 PM,1615397400,396,393,2770,driving,OK,1677,2241,transit,OK,1677,2241,walking,OK,579,2670,bicycling,OK,224,1643,1722,655
12,G768HB,G767DH,3/10/21 11:00,1/1/70 0:00,11:00:00 AM,1615374000,144,152,1095,driving,OK,737,2013,transit,OK,849,1087,walking,OK,260,1095,bicycling,OK,94,803,806,253
13,TD69BS,EH458DN,3/10/21 15:15,1/1/70 0:00,3:15:00 PM,1615389300,2493,2516,37031,driving,OK,5113,38642,transit,OK,25980,35152,walking,OK,7773,38173,bicycling,OK,2038,4500,26739,7723
1540,TD69BS,EH458DN,3/23/21 15:15,1/1/70 0:00,3:15:00 PM,1616512500,2504,2572,37031,driving,OK,5113,38642,transit,OK,25980,35152,walking,OK,7764,38173,bicycling,OK,2038,4500,26739,7723
8585,TD69BS,EH458DN,4/12/21 15:15,1/1/70 0:00,3:15:00 PM,1618244100,2501,2415,37014,driving,OK,4801,37866,transit,OK,25967,35135,walking,OK,7757,38155,bicycling,OK,2038,4500,26739,7723
14,DG73SQ,DG64RS,3/10/21 16:00,1/1/70 0:00,4:00:00 PM,1615392000,2484,2444,39011,driving,OK,0,0,transit,ZERO_RESULTS,27432,38236,walking,OK,7954,41484,bicycling,OK,2092,10079,30827,10112
15,PA154RN,PA169AE,3/10/21 12:10,1/1/70 0:00,12:10:00 PM,1615378200,228,248,1772,driving,OK,1342,3124,transit,OK,1467,1836,walking,OK,577,1865,bicycling,OK,172,1004,1233,345
16,EH52NJ,EH52XS,3/10/21 15:00,1/1/70 0:00,3:00:00 PM,1615388400,137,136,502,driving,OK,368,502,transit,OK,368,502,walking,OK,105,502,bicycling,OK,56,239,239,112
17,KA308JR,KA239DD,3/10/21 12:45,1/1/70 0:00,12:45:00 PM,1615380300,821,872,11735,driving,OK,1394,12072,transit,OK,8678,11575,walking,OK,2712,13048,bicycling,OK,677,1415,9213,2461
18,AB392BL,AB392BD,3/10/21 10:00,1/1/70 0:00,10:00:00 AM,1615370400,139,136,323,driving,OK,244,323,transit,OK,244,323,walking,OK,158,323,bicycling,OK,31,233,234,92
19,ZE29AG,ZE29AB,3/10/21 15:30,1/1/70 0:00,3:30:00 PM,1615390200,272,271,2030,driving,OK,1516,2030,transit,OK,1516,2030,walking,OK,460,2030,bicycling,OK,131,804,804,237
20,EH216PQ,EH216SS,3/10/21 12:00,1/1/70 0:00,12:00:00 PM,1615377600,175,176,550,driving,OK,446,591,transit,OK,446,591,walking,OK,136,721,bicycling,OK,68,414,414,152
21,KA14NF,ML106QJ,3/10/21 7:00,1/1/70 0:00,7:00:00 AM,1615359600,1550,1502,20954,driving,OK,0,0,transit,ZERO_RESULTS,15904,20928,walking,OK,4966,22797,bicycling,OK,1441,7451,16468,4933
22,G28BJ,G450AP,3/10/21 15:00,1/1/70 0:00,3:00:00 PM,1615388400,1250,1333,8513,driving,OK,2015,7903,transit,OK,5358,6992,walking,OK,1739,7150,bicycling,OK,723,2078,5328,1644
5658,G28BJ,G450AP,3/23/21 15:00,1/1/70 0:00,3:00:00 PM,1616511600,1246,1324,8513,driving,OK,2015,7903,transit,OK,5358,6992,walking,OK,1739,7150,bicycling,OK,723,2078,5328,1644
23,G613BB,G37NY,3/10/21 7:50,1/1/70 0:00,7:50:00 AM,1615362600,1219,1188,11231,driving,OK,2544,12192,transit,OK,6028,8109,walking,OK,1679,8553,bicycling,OK,751,2491,6057,2031
24,EH309SQ,FK15HU,3/10/21 18:45,1/1/70 0:00,6:45:00 PM,1615401900,1947,1813,28116,driving,OK,5899,37337,transit,OK,21032,28228,walking,OK,6287,32554,bicycling,OK,1440,8265,20953,6712
25,DD21UG,DD21EB,3/10/21 14:30,1/1/70 0:00,2:30:00 PM,1615386600,445,423,2414,driving,OK,1011,1918,transit,OK,1238,1492,walking,OK,525,1702,bicycling,OK,116,732,737,243
4378,DD21UG,DD21EB,3/23/21 14:30,1/1/70 0:00,2:30:00 PM,1616509800,426,427,2414,driving,OK,1011,1918,transit,OK,1238,1492,walking,OK,525,1702,bicycling,OK,116,732,737,243
14828,DD21UG,DD21EB,4/23/21 14:30,1/1/70 0:00,2:30:00 PM,1619191800,258,278,1564,driving,OK,860,1016,transit,OK,860,1016,walking,OK,449,1097,bicycling,OK,116,732,737,243
26,IV519LU,IV519LU,3/10/21 12:00,1/1/70 0:00,12:00:00 PM,1615377600,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
6410,IV519LU,IV519LU,3/23/21 10:45,1/1/70 0:00,10:45:00 AM,1616496300,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
27,ML55EA,ML54DQ,3/10/21 15:00,1/1/70 0:00,3:00:00 PM,1615388400,136,142,581,driving,OK,488,581,transit,OK,488,581,walking,OK,253,581,bicycling,OK,28,256,256,71
5158,ML55EA,ML54DQ,3/23/21 9:00,1/1/70 0:00,9:00:00 AM,1616490000,134,139,581,driving,OK,488,581,transit,OK,488,581,walking,OK,253,581,bicycling,OK,28,256,256,71
28,EH39DD,EH39NA,3/10/21 13:00,1/1/70 0:00,1:00:00 PM,1615381200,129,139,447,driving,OK,307,466,transit,OK,356,447,walking,OK,225,447,bicycling,OK,47,279,279,145
29,PA238ER,PA238ER,3/10/21 7:30,1/1/70 0:00,7:30:00 AM,1615361400,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
30,EH209QY,EH218PT,3/10/21 12:30,1/1/70 0:00,12:30:00 PM,1615379400,698,714,12294,driving,OK,3566,17028,transit,OK,8701,11968,walking,OK,2702,13433,bicycling,OK,526,3347,7741,2402
31,ZE10RD,ZE10AN,3/10/21 16:30,1/1/70 0:00,4:30:00 PM,1615393800,282,288,1724,driving,OK,822,2067,transit,OK,1341,1728,walking,OK,474,1728,bicycling,OK,149,1165,1185,331
32,ZE10RD,ZE10PJ,3/10/21 12:15,1/1/70 0:00,12:15:00 PM,1615378500,145,145,1040,driving,OK,697,937,transit,OK,697,937,walking,OK,212,937,bicycling,OK,59,489,489,194
8043,ZE10RD,ZE10PJ,4/12/21 18:10,1/1/70 0:00,6:10:00 PM,1618254600,115,128,712,driving,OK,523,677,transit,OK,523,677,walking,OK,180,703,bicycling,OK,59,489,489,194
33,DD22LD,KY111JU,3/10/21 18:00,1/1/70 0:00,6:00:00 PM,1615399200,3487,3545,81242,driving,OK,6523,80135,transit,OK,51521,70004,walking,OK,16645,79548,bicycling,OK,3173,8454,53844,18024
34,EH545ER,EH545ER,3/10/21 20:45,1/1/70 0:00,8:45:00 PM,1615409100,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
948,EH545ER,EH545ER,3/10/21 10:45,1/1/70 0:00,10:45:00 AM,1615373100,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
15682,EH545ER,EH545ER,4/23/21 10:30,1/1/70 0:00,10:30:00 AM,1619177400,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
16958,EH545ER,EH545ER,8/4/21 20:30,1/1/70 0:00,8:30:00 PM,1628112600,0,0,0,driving,OK,0,0,transit,ZERO_RESULTS,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
35,IV191NZ,IV191NU,3/10/21 13:15,1/1/70 0:00,1:15:00 PM,1615382100,166,165,663,driving,OK,459,556,transit,OK,459,556,walking,OK,199,663,bicycling,OK,42,330,341,97
36,PA237LH,PA238JN,3/10/21 8:50,1/1/70 0:00,8:50:00 AM,1615366200,338,329,2780,driving,OK,1903,2455,transit,OK,1903,2455,walking,OK,658,2743,bicycling,OK,200,1857,2053,570
14616,PA237LH,PA238JN,4/23/21 15:25,1/1/70 0:00,3:25:00 PM,1619195100,335,316,2752,driving,OK,1676,5930,transit,OK,1864,2406,walking,OK,632,2545,bicycling,OK,200,1857,2053,570
37,DD54HY,DD52BP,3/10/21 12:30,1/1/70 0:00,12:30:00 PM,1615379400,615,668,5946,driving,OK,1107,6556,transit,OK,4357,5946,walking,OK,1108,6460,bicycling,OK,480,2131,4943,1448
38,KA32JZ,G536AG,3/10/21 11:00,1/1/70 0:00,11:00:00 AM,1615374000,1265,1265,26248,driving,OK,4949,37221,transit,OK,20599,27948,walking,OK,5434,28897,bicycling,OK,1204,4363,19816,5765
39,PA191JS,PA151BA,3/10/21 11:00,1/1/70 0:00,11:00:00 AM,1615374000,701,737,6502,driving,OK,1775,6959,transit,OK,4514,6023,walking,OK,1412,6987,bicycling,OK,555,1362,4489,1466
40,PA238JN,PA237LH,3/10/21 15:35,1/1/70 0:00,3:35:00 PM,1615390500,387,379,3060,driving,OK,1378,3940,transit,OK,1794,2455,walking,OK,544,2583,bicycling,OK,200,1857,2053,570
15157,PA238JN,PA237LH,4/23/21 9:00,1/1/70 0:00,9:00:00 AM,1619172000,444,462,3677,driving,OK,1759,2406,transit,OK,1759,2406,walking,OK,536,2534,bicycling,OK,200,1857,2053,570
41,ML69TD,G718BB,3/10/21 13:00,1/1/70 0:00,1:00:00 PM,1615381200,827,850,11461,driving,OK,6429,21198,transit,OK,7855,10766,walking,OK,2780,14082,bicycling,OK,581,4234,7693,2416
42,EH482UZ,EH477AY,3/10/21 18:30,1/1/70 0:00,6:30:00 PM,1615401000,994,969,10520,driving,OK,2324,12330,transit,OK,6921,9342,walking,OK,1967,9380,bicycling,OK,591,2113,7021,2290
43,PA286NH,PA286LR,3/10/21 7:45,1/1/70 0:00,7:45:00 AM,1615362300,113,113,771,driving,OK,530,771,transit,OK,530,771,walking,OK,108,771,bicycling,OK,98,665,665,313
44,KW172BL,KW172BJ,3/10/21 11:00,1/1/70 0:00,11:00:00 AM,1615374000,511,511,3860,driving,OK,2816,3860,transit,OK,2816,3860,walking,OK,735,3860,bicycling,OK,257,2444,2444,708
45,EH165DE,EH93HJ,3/10/21 8:30,1/1/70 0:00,8:30:00 AM,1615365000,574,561,2850,driving,OK,2151,4780,transit,OK,2484,3147,walking,OK,1014,3757,bicycling,OK,295,1766,1928,642
46,FK38BG,FK30HY,3/10/21 17:00,1/1/70 0:00,5:00:00 PM,1615395600,358,360,2470,driving,OK,1079,3548,transit,OK,1677,2276,walking,OK,431,2276,bicycling,OK,207,1590,1623,501
47,ML119SG,ML119RE,3/10/21 17:30,1/1/70 0:00,5:30:00 PM,1615397400,93,97,474,driving,OK,285,621,transit,OK,342,474,walking,OK,165,474,bicycling,OK,41,199,199,85
48,G611EA,G613TA,3/10/21 13:00,1/1/70 0:00,1:00:00 PM,1615381200,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,267,1277,2211,660
49,G536QH,G522JN,3/10/21 12:00,1/1/70 0:00,12:00:00 PM,1615377600,684,690,5962,driving,OK,2204,6948,transit,OK,3884,5104,walking,OK,1301,5970,bicycling,OK,444,2200,3902,1133
50,G662HA,G661PR,3/10/21 14:00,1/1/70 0:00,2:00:00 PM,1615384800,58,71,499,driving,OK,369,515,transit,OK,369,515,walking,OK,98,518,bicycling,OK,40,366,393,101
51,G731UG,EH479BD,3/10/21 19:00,1/1/70 0:00,7:00:00 PM,1615402800,2176,2122,41682,driving,OK,9939,121730,transit,OK,29114,38498,walking,OK,9660,45121,bicycling,OK,1797,6502,30835,9643
52,ZE10TB,ZE10NS,3/10/21 12:00,1/1/70 0:00,12:00:00 PM,1615377600,123,123,703,driving,OK,517,703,transit,OK,517,703,walking,OK,152,703,bicycling,OK,96,546,546,156
4326,ZE10TB,ZE10NS,3/23/21 17:00,1/1/70 0:00,5:00:00 PM,1616518800,123,123,703,driving,OK,517,703,transit,OK,517,703,walking,OK,152,703,bicycling,OK,96,546,546,156
53,KA181LG,KA181PG,3/10/21 15:10,1/1/70 0:00,3:10:00 PM,1615389000,136,154,1166,driving,OK,368,432,transit,OK,368,432,walking,OK,210,451,bicycling,OK,105,308,308,144
475,KA181LG,KA181PG,3/10/21 8:40,1/1/70 0:00,8:40:00 AM,1615365600,136,142,1166,driving,OK,368,432,transit,OK,368,432,walking,OK,210,451,bicycling,OK,105,308,308,144
54,IV180AZ,IV180BF,3/10/21 16:30,1/1/70 0:00,4:30:00 PM,1615393800,135,137,692,driving,OK,517,692,transit,OK,517,692,walking,OK,117,692,bicycling,OK,47,348,348,116
4209,IV180AZ,IV180BF,3/23/21 16:30,1/1/70 0:00,4:30:00 PM,1616517000,124,131,692,driving,OK,517,692,transit,OK,517,692,walking,OK,117,692,bicycling,OK,47,348,348,116
11327,IV180AZ,IV180BF,4/22/21 16:30,1/1/70 0:00,4:30:00 PM,1619112600,124,125,599,driving,OK,418,555,transit,OK,418,555,walking,OK,95,555,bicycling,OK,47,348,348,116
55,G665BN,G665BN,3/10/21 10:00,1/1/70 0:00,10:00:00 AM,1615370400,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
6267,G665BN,G665BN,3/23/21 12:30,1/1/70 0:00,12:30:00 PM,1616502600,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
56,EH129SB,FK83EF,3/10/21 17:15,1/1/70 0:00,5:15:00 PM,1615396500,2870,2798,66945,driving,OK,7230,70100,transit,OK,47169,63714,walking,OK,13763,69825,bicycling,OK,2668,17606,48040,15299
13526,EH129SB,FK83EF,4/22/21 17:15,1/1/70 0:00,5:15:00 PM,1619115300,2925,2850,67355,driving,OK,9780,105947,transit,OK,47365,63984,walking,OK,13828,70136,bicycling,OK,2668,17606,48040,15299
14297,EH129SB,FK83EF,4/23/21 17:15,1/1/70 0:00,5:15:00 PM,1619201700,2925,2804,67355,driving,OK,9780,105947,transit,OK,47365,63984,walking,OK,13828,70136,bicycling,OK,2668,17606,48040,15299
57,EH66JH,EH329GD,3/10/21 17:15,1/1/70 0:00,5:15:00 PM,1615396500,1647,1649,17191,driving,OK,3507,20469,transit,OK,10483,14152,walking,OK,2924,15291,bicycling,OK,1148,3839,10631,3292
58,FK70EY,FK70EY,3/10/21 19:55,1/1/70 0:00,7:55:00 PM,1615406100,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
9119,FK70EY,FK70EY,4/12/21 19:00,1/1/70 0:00,7:00:00 PM,1618257600,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
11054,FK70EY,FK70EY,4/22/21 19:30,1/1/70 0:00,7:30:00 PM,1619123400,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
14076,FK70EY,FK70EY,4/23/21 10:00,1/1/70 0:00,10:00:00 AM,1619175600,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
59,G821PQ,G825JD,3/10/21 16:45,1/1/70 0:00,4:45:00 PM,1615394700,275,297,1785,driving,OK,469,1968,transit,OK,1399,1762,walking,OK,503,1785,bicycling,OK,214,463,1368,490
60,G511DA,G37TH,3/10/21 16:30,1/1/70 0:00,4:30:00 PM,1615393800,517,491,2463,driving,OK,1293,2358,transit,OK,1434,1877,walking,OK,421,2095,bicycling,OK,207,1134,1134,446
61,G781LS,G781HH,3/10/21 11:00,1/1/70 0:00,11:00:00 AM,1615374000,232,249,980,driving,OK,572,1377,transit,OK,722,943,walking,OK,284,980,bicycling,OK,88,575,715,198
62,IV308UD,AB387AT,3/10/21 12:00,1/1/70 0:00,12:00:00 PM,1615377600,1330,1327,20822,driving,OK,0,0,transit,ZERO_RESULTS,14300,19600,walking,OK,3686,19604,bicycling,OK,1573,7914,14482,4259
63,ML52LU,ML52HT,3/10/21 8:45,1/1/70 0:00,8:45:00 AM,1615365900,181,191,1133,driving,OK,581,966,transit,OK,710,959,walking,OK,209,959,bicycling,OK,94,579,579,161
64,IV24HT,IV24JB,3/10/21 11:10,1/1/70 0:00,11:10:00 AM,1615374600,95,136,426,driving,OK,305,426,transit,OK,305,426,walking,OK,68,426,bicycling,OK,46,229,229,103
65,FK117DL,FK82EA,3/10/21 10:00,1/1/70 0:00,10:00:00 AM,1615370400,759,774,9219,driving,OK,1383,8459,transit,OK,5958,7887,walking,OK,1820,9780,bicycling,OK,518,3001,6176,2195
66,PA175AN,PA191BB,3/10/21 10:30,1/1/70 0:00,10:30:00 AM,1615372200,777,786,10290,driving,OK,1679,10456,transit,OK,7762,10291,walking,OK,2260,10514,bicycling,OK,667,1436,7683,2226
67,KA20DA,KA20DA,3/10/21 16:25,1/1/70 0:00,4:25:00 PM,1615393500,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
5678,KA20DA,KA20DA,3/23/21 19:10,1/1/70 0:00,7:10:00 PM,1616526600,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
68,PH314AG,PH314AW,3/10/21 18:45,1/1/70 0:00,6:45:00 PM,1615401900,524,505,5584,driving,OK,0,0,transit,ZERO_RESULTS,4209,5584,walking,OK,1219,5584,bicycling,OK,194,2289,2289,698
69,KA74RP,KA91TW,3/10/21 18:00,1/1/70 0:00,6:00:00 PM,1615399200,724,762,6890,driving,OK,1654,7040,transit,OK,4673,6309,walking,OK,1484,7273,bicycling,OK,492,3124,4847,1441
70,KA13XG,KA13SG,3/10/21 10:30,1/1/70 0:00,10:30:00 AM,1615372200,266,279,1395,driving,OK,617,868,transit,OK,617,868,walking,OK,137,868,bicycling,OK,153,634,634,176
71,G133YT,G776RE,3/10/21 16:00,1/1/70 0:00,4:00:00 PM,1615392000,1279,1375,21160,driving,OK,4267,19631,transit,OK,12580,16328,walking,OK,3778,17865,bicycling,OK,1154,4121,12165,3742
72,ZE10TR,ZE10UX,3/10/21 16:10,1/1/70 0:00,4:10:00 PM,1615392600,136,135,689,driving,OK,569,675,transit,OK,569,675,walking,OK,222,675,bicycling,OK,68,424,436,156
73,G673LH,G514FB,3/10/21 18:30,1/1/70 0:00,6:30:00 PM,1615401000,1734,1727,34498,driving,OK,5962,40172,transit,OK,23554,31864,walking,OK,7541,39684,bicycling,OK,1726,4071,24518,6915
74,EH11BQ,EH260QU,3/10/21 19:00,1/1/70 0:00,7:00:00 PM,1615402800,1719,1721,13781,driving,OK,3248,14003,transit,OK,9937,12951,walking,OK,3083,13491,bicycling,OK,1057,3218,9509,2782
75,EH105JX,EH12QQ,3/10/21 16:00,1/1/70 0:00,4:00:00 PM,1615392000,798,791,4172,driving,OK,1548,4284,transit,OK,3008,4053,walking,OK,918,4195,bicycling,OK,469,1599,3025,880
76,PA344SB,PA344RS,3/10/21 9:05,1/1/70 0:00,9:05:00 AM,1615367100,195,202,1109,driving,OK,783,1109,transit,OK,783,1109,walking,OK,206,1109,bicycling,OK,120,493,493,179
77,EH192BL,EH209PW,3/10/21 9:45,1/1/70 0:00,9:45:00 AM,1615369500,710,687,5323,driving,OK,1648,5872,transit,OK,3898,4887,walking,OK,1477,5932,bicycling,OK,406,2557,3905,990
78,AB561TX,AB564XF,3/10/21 17:15,1/1/70 0:00,5:15:00 PM,1615396500,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,559,1534,7138,2259
79,DD30PY,DD30SE,3/10/21 17:30,1/1/70 0:00,5:30:00 PM,1615397400,549,549,6539,driving,OK,2440,3442,transit,OK,2440,3442,walking,OK,658,3442,bicycling,OK,385,2363,2363,728
80,DG11SR,DG14UU,3/10/21 8:25,1/1/70 0:00,8:25:00 AM,1615364700,721,734,7455,driving,OK,5121,22783,transit,OK,5470,7351,walking,OK,1813,8682,bicycling,OK,486,3335,5563,1750
7596,DG11SR,DG14UU,3/23/21 15:15,1/1/70 0:00,3:15:00 PM,1616512500,716,729,7455,driving,OK,1700,7654,transit,OK,5470,7351,walking,OK,1813,8682,bicycling,OK,486,3335,5563,1750
81,PH73AN,PH73DJ,3/10/21 16:00,1/1/70 0:00,4:00:00 PM,1615392000,141,140,903,driving,OK,733,903,transit,OK,733,903,walking,OK,278,903,bicycling,OK,89,690,690,219
82,ZE10US,ZE10EH,3/10/21 12:10,1/1/70 0:00,12:10:00 PM,1615378200,771,886,10526,driving,OK,2581,11288,transit,OK,7978,10412,walking,OK,2585,10432,bicycling,OK,666,2014,7193,2019
83,G129QL,G115AW,3/10/21 8:10,1/1/70 0:00,8:10:00 AM,1615363800,118,121,511,driving,OK,341,498,transit,OK,341,498,walking,OK,73,498,bicycling,OK,47,286,286,79
84,FK54TP,FK11SY,3/10/21 17:05,1/1/70 0:00,5:05:00 PM,1615395900,769,812,7403,driving,OK,2416,8099,transit,OK,5082,6701,walking,OK,1529,6786,bicycling,OK,577,4677,5080,1640
85,G767RL,G466SA,3/10/21 11:50,1/1/70 0:00,11:50:00 AM,1615377000,207,256,1400,driving,OK,1003,1320,transit,OK,1003,1320,walking,OK,328,1400,bicycling,OK,128,942,942,261
86,TD57JP,TD57EL,3/10/21 13:05,1/1/70 0:00,1:05:00 PM,1615381500,263,267,1104,driving,OK,390,1287,transit,OK,669,885,walking,OK,253,1104,bicycling,OK,132,625,636,227
87,EH549DA,EH549BT,3/10/21 13:50,1/1/70 0:00,1:50:00 PM,1615384200,98,104,829,driving,OK,772,996,transit,OK,772,996,walking,OK,246,996,bicycling,OK,85,630,630,196
88,EH459DA,EH446HZ,3/10/21 18:30,1/1/70 0:00,6:30:00 PM,1615401000,860,840,11067,driving,OK,2569,14021,transit,OK,7651,10471,walking,OK,2120,10656,bicycling,OK,624,2446,7467,2173
89,G627SR,G626JP,3/10/21 14:00,1/1/70 0:00,2:00:00 PM,1615384800,259,253,1423,driving,OK,778,2557,transit,OK,1010,1391,walking,OK,290,1425,bicycling,OK,111,986,1056,279
90,PA146NF,PA167QG,3/10/21 12:30,1/1/70 0:00,12:30:00 PM,1615379400,1192,1254,11952,driving,OK,3209,12239,transit,OK,8318,11314,walking,OK,2335,12035,bicycling,OK,942,2857,8455,2603
91,G413PB,G11DA,3/10/21 9:05,1/1/70 0:00,9:05:00 AM,1615367100,1144,1063,5429,driving,OK,1843,5413,transit,OK,3497,4679,walking,OK,918,4936,bicycling,OK,441,1546,3643,984
92,EH67BY,EH112SA,3/10/21 14:30,1/1/70 0:00,2:30:00 PM,1615386600,1472,1545,9915,driving,OK,2359,8105,transit,OK,5802,7574,walking,OK,2280,9728,bicycling,OK,833,2223,5766,1770
93,DD14NW,DD14JW,3/10/21 15:30,1/1/70 0:00,3:30:00 PM,1615390200,119,128,547,driving,OK,322,575,transit,OK,372,469,walking,OK,164,547,bicycling,OK,50,341,341,106
94,IV308XJ,IV305PQ,3/10/21 7:30,1/1/70 0:00,7:30:00 AM,1615361400,842,829,9325,driving,OK,0,0,transit,ZERO_RESULTS,6674,9167,walking,OK,1861,10195,bicycling,OK,725,4943,5668,1858
95,EH41PW,EH44NL,3/10/21 14:00,1/1/70 0:00,2:00:00 PM,1615384800,533,531,3605,driving,OK,993,3804,transit,OK,2736,3592,walking,OK,981,4365,bicycling,OK,379,901,3115,808
