J1,PO1,PD1,UTC_2021,UTC_1970,ToD,Google_DepTime,car_freeflow_TravelTime_sec,car_InTraffic_TravelTime_sec,car_distance_m,car_mode,car_status,PT_TravelTime_sec,PT_distance_m,PT_mode,PT_status,Walk_TravelTime_sec,Walk_distance_m,Walk_mode,Walk_status,Bicycle_TravelTime_sec,Bicycle_Distance_m,Bicycle_mode,Bicycle_status,gh_car_sec,gh_pt_sec,gh_foot_sec,gh_bike_sec
14193,G211YX,G741BH,4/23/21 14:00,1/1/70 0:00,2:00:00 PM,1619190000,1713,1745,32105,driving,OK,4453,22328,transit,OK,12280,15912,walking,OK,3981,17022,bicycling,OK,1171,4410,11802,3704
14194,DG14GA,DG12DN,4/23/21 7:50,1/1/70 0:00,7:50:00 AM,1619167800,539,538,6060,driving,OK,1387,7699,transit,OK,4400,5987,walking,OK,1166,6060,bicycling,OK,361,4286,4676,1374
14195,G744US,G744TE,4/23/21 18:00,1/1/70 0:00,6:00:00 PM,1619204400,118,129,595,driving,OK,191,245,transit,OK,191,245,walking,OK,78,315,bicycling,OK,72,378,384,159
14196,TD58DW,TD57AS,4/23/21 15:15,1/1/70 0:00,3:15:00 PM,1619194500,372,351,2798,driving,OK,1728,2320,transit,OK,1728,2320,walking,OK,562,2368,bicycling,OK,212,1513,1513,500
14197,PA238JF,PA238NR,4/23/21 18:00,1/1/70 0:00,6:00:00 PM,1619204400,134,134,485,driving,OK,355,485,transit,OK,355,485,walking,OK,95,485,bicycling,OK,53,388,388,108
14199,EH47LR,EH126AY,4/23/21 18:30,1/1/70 0:00,6:30:00 PM,1619206200,653,606,5595,driving,OK,1446,5794,transit,OK,3627,4825,walking,OK,997,5427,bicycling,OK,498,1372,3013,1025
14200,TD12BS,TD69PL,4/23/21 18:15,1/1/70 0:00,6:15:00 PM,1619205300,528,530,5411,driving,OK,2353,10249,transit,OK,3885,5343,walking,OK,1153,5667,bicycling,OK,465,2032,3849,1150
14201,KA66JT,KA66QP,4/23/21 13:00,1/1/70 0:00,1:00:00 PM,1619186400,206,240,2046,driving,OK,880,2512,transit,OK,1473,2046,walking,OK,348,2046,bicycling,OK,166,1342,1342,409
14202,EH421DR,EH421DX,4/23/21 13:15,1/1/70 0:00,1:15:00 PM,1619187300,104,103,641,driving,OK,462,641,transit,OK,462,641,walking,OK,108,641,bicycling,OK,77,459,459,127
14203,FK101EG,FK103BG,4/23/21 16:45,1/1/70 0:00,4:45:00 PM,1619199900,397,393,3048,driving,OK,1911,3463,transit,OK,1939,2430,walking,OK,722,2574,bicycling,OK,257,1200,1200,574
14204,G443PS,G120NB,4/23/21 14:30,1/1/70 0:00,2:30:00 PM,1619191800,1804,2020,11480,driving,OK,3821,12429,transit,OK,8639,11419,walking,OK,2425,11454,bicycling,OK,881,3657,8647,2410
14205,DD111QW,DD112BH,4/23/21 15:15,1/1/70 0:00,3:15:00 PM,1619194500,193,194,561,driving,OK,432,551,transit,OK,432,551,walking,OK,157,561,bicycling,OK,72,418,438,122
14206,ML53SQ,ML53PL,4/23/21 15:30,1/1/70 0:00,3:30:00 PM,1619195400,201,213,721,driving,OK,447,596,transit,OK,447,596,walking,OK,121,596,bicycling,OK,96,435,435,127
14207,G331SD,G642LS,4/23/21 18:20,1/1/70 0:00,6:20:00 PM,1619205600,441,394,3881,driving,OK,1747,3240,transit,OK,1900,2594,walking,OK,614,3258,bicycling,OK,299,1443,1802,527
14208,EH225NJ,EH224QJ,4/23/21 20:20,1/1/70 0:00,8:20:00 PM,1619212800,603,504,4199,driving,OK,1350,6743,transit,OK,2003,2764,walking,OK,579,2772,bicycling,OK,326,1811,1811,749
14210,IV24PY,IV11NH,4/23/21 14:45,1/1/70 0:00,2:45:00 PM,1619192700,662,660,7000,driving,OK,1347,4911,transit,OK,2303,3179,walking,OK,640,3380,bicycling,OK,384,2255,2273,873
14211,ML36AB,DG11BF,4/23/21 9:45,1/1/70 0:00,9:45:00 AM,1619174700,4526,4465,103026,driving,OK,7332,127861,transit,OK,74455,101635,walking,OK,19516,103958,bicycling,OK,4151,6449,76178,22781
14213,ML37UE,G664HT,4/23/21 14:30,1/1/70 0:00,2:30:00 PM,1619191800,1792,1827,26510,driving,OK,5379,35006,transit,OK,19274,25825,walking,OK,5828,27681,bicycling,OK,1463,4043,17798,5637
14214,KA11QY,KA32HL,4/23/21 15:00,1/1/70 0:00,3:00:00 PM,1619193600,704,771,5688,driving,OK,1704,5164,transit,OK,2946,3762,walking,OK,1028,3921,bicycling,OK,452,1641,2851,1020
14215,ML36AD,ML106EN,4/23/21 16:00,1/1/70 0:00,4:00:00 PM,1619197200,1285,1318,13406,driving,OK,2758,19017,transit,OK,10020,12958,walking,OK,3302,13018,bicycling,OK,835,4610,10392,3300
14216,AB158FP,AB116JJ,4/23/21 11:30,1/1/70 0:00,11:30:00 AM,1619181000,678,750,3810,driving,OK,1252,4070,transit,OK,2666,3701,walking,OK,761,3990,bicycling,OK,367,1895,2872,780
14218,IV304HY,PH165BL,4/23/21 9:30,1/1/70 0:00,9:30:00 AM,1619173800,7995,8028,164108,driving,OK,12524,205946,transit,OK,118277,162095,walking,OK,33274,175907,bicycling,OK,7261,17322,103351,37063
14219,PA238JR,PA237RG,4/23/21 7:00,1/1/70 0:00,7:00:00 AM,1619164800,237,238,1955,driving,OK,680,2476,transit,OK,1354,1852,walking,OK,412,1852,bicycling,OK,156,1331,1406,369
14220,FK14NS,FK54WR,4/23/21 13:45,1/1/70 0:00,1:45:00 PM,1619189100,550,573,4677,driving,OK,1672,4823,transit,OK,3488,4654,walking,OK,975,4718,bicycling,OK,384,3107,3416,953
14221,FK81QZ,FK102NA,4/23/21 16:00,1/1/70 0:00,4:00:00 PM,1619197200,902,915,10872,driving,OK,2025,11873,transit,OK,7893,10703,walking,OK,2575,13064,bicycling,OK,688,7071,8390,2535
14222,KY49AW,KY114LP,4/23/21 15:00,1/1/70 0:00,3:00:00 PM,1619193600,820,813,7843,driving,OK,2582,9823,transit,OK,5408,7288,walking,OK,1548,7622,bicycling,OK,515,2293,4832,1449
14223,TD86HG,TD86TA,4/23/21 7:00,1/1/70 0:00,7:00:00 AM,1619164800,321,301,2959,driving,OK,2361,2750,transit,OK,2361,2750,walking,OK,1150,2750,bicycling,OK,254,1937,2012,585
14224,KW151SL,KW151RP,4/23/21 11:00,1/1/70 0:00,11:00:00 AM,1619179200,314,318,2385,driving,OK,628,2330,transit,OK,1616,2239,walking,OK,485,2239,bicycling,OK,169,769,1711,550
14225,G768QQ,G767AU,4/23/21 20:00,1/1/70 0:00,8:00:00 PM,1619211600,154,143,1112,driving,OK,820,1112,transit,OK,820,1112,walking,OK,255,1112,bicycling,OK,105,800,803,250
14226,EH497AD,G14PE,4/23/21 12:40,1/1/70 0:00,12:40:00 PM,1619185200,2979,3075,54834,driving,OK,2937,48923,transit,OK,35763,48385,walking,OK,10504,56056,bicycling,OK,2396,8827,37679,11040
14227,PA11GZ,PA26PA,4/23/21 16:30,1/1/70 0:00,4:30:00 PM,1619199000,185,187,1090,driving,OK,844,1065,transit,OK,844,1065,walking,OK,318,1065,bicycling,OK,118,769,800,278
14228,FK83UG,ML117LN,4/23/21 14:00,1/1/70 0:00,2:00:00 PM,1619190000,4897,4854,97373,driving,OK,10213,126941,transit,OK,60906,81504,walking,OK,17046,84140,bicycling,OK,4099,21648,59710,18806
14229,IV327PF,AB452SL,4/23/21 10:00,1/1/70 0:00,10:00:00 AM,1619175600,1475,1445,26869,driving,OK,5219,36444,transit,OK,19018,26012,walking,OK,6226,29679,bicycling,OK,1379,5032,19614,5327
14230,PH62ES,PH73HU,4/23/21 9:00,1/1/70 0:00,9:00:00 AM,1619172000,821,824,11300,driving,OK,1511,11461,transit,OK,7428,10076,walking,OK,2045,10237,bicycling,OK,614,1408,7468,2071
14231,G611HY,G523PD,4/23/21 7:50,1/1/70 0:00,7:50:00 AM,1619167800,1179,1206,9694,driving,OK,3513,17285,transit,OK,7250,9657,walking,OK,2015,9696,bicycling,OK,729,3967,7284,2181
14233,KA71TF,KA91JA,4/23/21 17:00,1/1/70 0:00,5:00:00 PM,1619200800,632,616,5711,driving,OK,1760,7717,transit,OK,3957,5359,walking,OK,1355,6324,bicycling,OK,455,2076,4041,1117
14234,PA145JQ,PA145TB,4/23/21 14:15,1/1/70 0:00,2:15:00 PM,1619190900,439,439,3018,driving,OK,509,2293,transit,OK,1560,1726,walking,OK,1003,2838,bicycling,OK,232,603,1248,449
14235,G129JD,G663BF,4/23/21 8:30,1/1/70 0:00,8:30:00 AM,1619170200,1419,1407,18290,driving,OK,3536,18270,transit,OK,10851,14513,walking,OK,2959,14819,bicycling,OK,1048,2725,10370,3252
14236,FK94UF,FK136PD,4/23/21 16:00,1/1/70 0:00,4:00:00 PM,1619197200,1497,1550,17967,driving,OK,4957,24494,transit,OK,12811,17269,walking,OK,3784,19333,bicycling,OK,1123,11976,13478,4073
14237,FK159DB,FK159AE,4/23/21 11:30,1/1/70 0:00,11:30:00 AM,1619181000,97,97,545,driving,OK,398,579,transit,OK,398,579,walking,OK,155,593,bicycling,OK,98,412,412,148
14240,DD14AG,DD15EF,4/23/21 8:30,1/1/70 0:00,8:30:00 AM,1619170200,333,284,1095,driving,OK,452,1070,transit,OK,644,832,walking,OK,233,830,bicycling,OK,92,643,657,201
14241,KA136RE,KA203DE,4/23/21 17:00,1/1/70 0:00,5:00:00 PM,1619200800,305,318,2399,driving,OK,1215,3988,transit,OK,1717,2315,walking,OK,525,2444,bicycling,OK,226,1194,1656,526
14242,G521AU,G24PZ,4/23/21 9:45,1/1/70 0:00,9:45:00 AM,1619174700,552,553,5798,driving,OK,2380,6321,transit,OK,3773,4980,walking,OK,1199,5730,bicycling,OK,370,1932,3918,1108
14243,EH76HH,EH67PA,4/23/21 17:30,1/1/70 0:00,5:30:00 PM,1619202600,143,160,709,driving,OK,341,469,transit,OK,341,469,walking,OK,148,585,bicycling,OK,73,341,341,140
14244,EH130AF,EH114DG,4/23/21 16:00,1/1/70 0:00,4:00:00 PM,1619197200,484,491,7862,driving,OK,2197,6555,transit,OK,3853,5373,walking,OK,1031,5431,bicycling,OK,412,1979,4133,1136
14245,ZE29AB,ZE29QJ,4/23/21 13:45,1/1/70 0:00,1:45:00 PM,1619189100,5200,5197,30382,driving,OK,20043,23334,transit,OK,13568,23198,walking,OK,5742,23198,bicycling,OK,7087,3603,17880,8598
14246,G24PZ,G521AU,4/23/21 18:50,1/1/70 0:00,6:50:00 PM,1619207400,417,386,5440,driving,OK,2371,8020,transit,OK,3778,4999,walking,OK,1133,5661,bicycling,OK,333,1956,3918,1089
14247,AB392JU,AB392NZ,4/23/21 15:30,1/1/70 0:00,3:30:00 PM,1619195400,173,177,590,driving,OK,408,550,transit,OK,408,550,walking,OK,177,590,bicycling,OK,59,379,379,105
14248,KY75QB,KY82DE,4/23/21 16:20,1/1/70 0:00,4:20:00 PM,1619198400,688,676,9783,driving,OK,1873,12161,transit,OK,6818,9405,walking,OK,1755,9493,bicycling,OK,524,1591,7646,2214
14249,KY169QD,KY155NR,4/23/21 17:00,1/1/70 0:00,5:00:00 PM,1619200800,1016,1083,13306,driving,OK,2318,19940,transit,OK,9571,12828,walking,OK,2742,13360,bicycling,OK,696,2226,10321,3246
14250,KW151DN,KW151SR,4/23/21 15:00,1/1/70 0:00,3:00:00 PM,1619193600,293,295,2164,driving,OK,1265,4700,transit,OK,1799,2164,walking,OK,761,2230,bicycling,OK,239,1566,1581,555
14251,G672SB,G689DQ,4/23/21 17:30,1/1/70 0:00,5:30:00 PM,1619202600,492,463,4971,driving,OK,1289,7075,transit,OK,3074,3991,walking,OK,1034,4464,bicycling,OK,386,1433,2666,1026
14252,FK94LA,FK14BN,4/23/21 17:15,1/1/70 0:00,5:15:00 PM,1619201700,1557,1499,21478,driving,OK,4276,30580,transit,OK,15162,20563,walking,OK,5266,26231,bicycling,OK,1242,8615,15307,5430
14253,PH31GE,PH15AZ,4/23/21 14:45,1/1/70 0:00,2:45:00 PM,1619192700,1288,1236,23262,driving,OK,3148,23746,transit,OK,16397,22464,walking,OK,4894,24919,bicycling,OK,1008,3173,16820,4912
14254,KA65HB,KA107HL,4/23/21 12:00,1/1/70 0:00,12:00:00 PM,1619182800,745,770,12297,driving,OK,4917,26541,transit,OK,8663,11699,walking,OK,2799,13576,bicycling,OK,568,4273,9449,2825
14255,PA153EJ,PA153AG,4/23/21 17:30,1/1/70 0:00,5:30:00 PM,1619202600,247,248,1854,driving,OK,643,829,transit,OK,643,829,walking,OK,169,999,bicycling,OK,111,747,747,207
14256,G812TQ,G816AE,4/23/21 12:30,1/1/70 0:00,12:30:00 PM,1619184600,232,244,1401,driving,OK,657,1396,transit,OK,985,1245,walking,OK,333,1256,bicycling,OK,96,530,931,260
14257,KY147DS,KY169SS,4/23/21 8:00,1/1/70 0:00,8:00:00 AM,1619168400,1815,1817,29610,driving,OK,5735,53234,transit,OK,20627,28322,walking,OK,5231,28549,bicycling,OK,1558,3756,21296,8242
14258,AB123RG,PA344EN,4/23/21 14:00,1/1/70 0:00,2:00:00 PM,1619190000,13925,13798,284244,driving,OK,53393,438996,transit,OK,195349,265757,walking,OK,56310,299359,bicycling,OK,11806,0,200864,57993
14259,EH64HZ,EH141PP,4/23/21 18:00,1/1/70 0:00,6:00:00 PM,1619204400,1248,1201,8288,driving,OK,2191,9186,transit,OK,5585,7273,walking,OK,1981,7785,bicycling,OK,833,2763,5515,1598
14260,KY120PD,KY127BD,4/23/21 11:45,1/1/70 0:00,11:45:00 AM,1619181900,276,294,1836,driving,OK,1034,1793,transit,OK,1048,1484,walking,OK,276,1486,bicycling,OK,174,580,1132,307
14261,EH105EP,EH114GA,4/23/21 8:15,1/1/70 0:00,8:15:00 AM,1619169300,871,847,6997,driving,OK,1978,7700,transit,OK,4777,6443,walking,OK,1213,6761,bicycling,OK,551,2484,5747,1534
14262,EH74AA,EH221LH,4/23/21 20:00,1/1/70 0:00,8:00:00 PM,1619211600,1434,1275,12342,driving,OK,2537,13630,transit,OK,9129,12177,walking,OK,2495,11818,bicycling,OK,902,3208,9268,2592
14263,ML75PT,ML11RB,4/23/21 10:35,1/1/70 0:00,10:35:00 AM,1619177700,1203,1222,19671,driving,OK,4358,27435,transit,OK,12381,17199,walking,OK,3138,17372,bicycling,OK,963,2376,12928,3573
14264,EH66HG,EH44BY,4/23/21 9:30,1/1/70 0:00,9:30:00 AM,1619173800,786,849,4867,driving,OK,1442,4808,transit,OK,3512,4590,walking,OK,1192,5202,bicycling,OK,450,1680,3452,1043
14265,EH11NB,EH127SN,4/23/21 13:30,1/1/70 0:00,1:30:00 PM,1619188200,1247,1316,7677,driving,OK,1935,7074,transit,OK,4914,6590,walking,OK,1499,7603,bicycling,OK,724,1820,5099,1584
14266,EH91LF,EH91LF,4/23/21 13:30,1/1/70 0:00,1:30:00 PM,1619188200,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
14267,FK38PH,FK38PR,4/23/21 16:30,1/1/70 0:00,4:30:00 PM,1619199000,56,56,217,driving,OK,158,217,transit,OK,158,217,walking,OK,38,217,bicycling,OK,16,152,152,42
18879,FK38PH,FK38PR,8/5/21 22:15,1/1/70 0:00,10:15:00 PM,1628205300,57,56,217,driving,OK,158,217,transit,OK,158,217,walking,OK,38,217,bicycling,OK,16,152,152,42
14268,EH309BJ,EH309NX,4/23/21 15:30,1/1/70 0:00,3:30:00 PM,1619195400,158,163,901,driving,OK,661,901,transit,OK,661,901,walking,OK,193,901,bicycling,OK,103,607,633,194
14269,FK53BL,FK39HL,4/23/21 8:10,1/1/70 0:00,8:10:00 AM,1619169000,906,1005,9817,driving,OK,3851,16794,transit,OK,6049,8251,walking,OK,1662,8297,bicycling,OK,719,5725,5766,1789
14270,G822SS,G839LG,4/23/21 14:00,1/1/70 0:00,2:00:00 PM,1619190000,396,375,3237,driving,OK,1223,3349,transit,OK,2624,3167,walking,OK,1081,3199,bicycling,OK,288,762,2146,686
14271,ML39EJ,PA31RU,4/23/21 18:30,1/1/70 0:00,6:30:00 PM,1619206200,1890,1791,37214,driving,OK,6806,35224,transit,OK,20595,27906,walking,OK,5473,28924,bicycling,OK,1710,5733,21622,6323
14272,KY14PB,KY14RE,4/23/21 17:15,1/1/70 0:00,5:15:00 PM,1619201700,246,239,2334,driving,OK,816,2376,transit,OK,1622,2334,walking,OK,357,2334,bicycling,OK,251,811,1617,537
14273,G781EB,G781QS,4/23/21 9:40,1/1/70 0:00,9:40:00 AM,1619174400,48,54,276,driving,OK,123,275,transit,OK,214,276,walking,OK,76,394,bicycling,OK,39,274,274,76
14275,AB241ZS,AB119JZ,4/23/21 12:00,1/1/70 0:00,12:00:00 PM,1619182800,706,767,4514,driving,OK,1600,5957,transit,OK,3503,4514,walking,OK,1146,4702,bicycling,OK,373,1822,3340,953
14276,KY84RD,KY84RD,4/23/21 10:40,1/1/70 0:00,10:40:00 AM,1619178000,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
14278,KW148XN,KW14YR,4/23/21 11:30,1/1/70 0:00,11:30:00 AM,1619181000,798,793,13713,driving,OK,1706,15531,transit,OK,9480,13007,walking,OK,2664,14301,bicycling,OK,890,2231,11374,3182
14279,ZE10DL,ZE10PW,4/23/21 11:00,1/1/70 0:00,11:00:00 AM,1619179200,286,317,2101,driving,OK,631,2359,transit,OK,1497,1977,walking,OK,476,1998,bicycling,OK,181,795,1448,487
14280,EH177AB,EH192JP,4/23/21 18:00,1/1/70 0:00,6:00:00 PM,1619204400,655,614,5836,driving,OK,1573,6943,transit,OK,4112,5481,walking,OK,1499,7055,bicycling,OK,385,1717,3961,1187
14281,AB387AT,AB387BW,4/23/21 11:15,1/1/70 0:00,11:15:00 AM,1619180100,106,113,705,driving,OK,510,681,transit,OK,510,681,walking,OK,158,705,bicycling,OK,71,560,560,187
14282,EH496SD,EH125HE,4/23/21 7:40,1/1/70 0:00,7:40:00 AM,1619167200,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,1502,6266,20350,5750
14283,FK103JX,FK103NJ,4/23/21 17:30,1/1/70 0:00,5:30:00 PM,1619202600,124,125,751,driving,OK,429,590,transit,OK,429,590,walking,OK,169,590,bicycling,OK,65,375,375,115
14284,EH209PW,EH209SB,4/23/21 10:20,1/1/70 0:00,10:20:00 AM,1619176800,445,462,2415,driving,OK,947,2365,transit,OK,1477,2064,walking,OK,384,2143,bicycling,OK,196,923,1750,567
14285,EH46EH,EH47SF,4/23/21 8:45,1/1/70 0:00,8:45:00 AM,1619171100,280,294,1558,driving,OK,1012,1230,transit,OK,1012,1230,walking,OK,450,1779,bicycling,OK,139,890,900,250
15359,EH46EH,EH47SF,4/23/21 12:30,1/1/70 0:00,12:30:00 PM,1619184600,280,296,1558,driving,OK,1012,1230,transit,OK,1012,1230,walking,OK,450,1779,bicycling,OK,139,890,900,250
14286,KY118HZ,KY118HY,4/23/21 8:45,1/1/70 0:00,8:45:00 AM,1619171100,22,22,117,driving,OK,94,117,transit,OK,94,117,walking,OK,36,117,bicycling,OK,13,81,81,22
14304,KY118HZ,KY118HY,4/23/21 14:50,1/1/70 0:00,2:50:00 PM,1619193000,22,22,117,driving,OK,94,117,transit,OK,94,117,walking,OK,36,117,bicycling,OK,13,81,81,22
14287,FK178BG,FK178LY,4/23/21 15:00,1/1/70 0:00,3:00:00 PM,1619193600,144,157,1276,driving,OK,931,1276,transit,OK,931,1276,walking,OK,239,1276,bicycling,OK,114,815,1005,307
14288,G664EB,G642QT,4/23/21 9:10,1/1/70 0:00,9:10:00 AM,1619172600,515,534,4921,driving,OK,1635,5247,transit,OK,3659,4918,walking,OK,1027,5233,bicycling,OK,327,1683,3716,1011
14290,EH403BW,EH345DZ,4/23/21 9:30,1/1/70 0:00,9:30:00 AM,1619173800,1340,1415,19426,driving,OK,3116,25572,transit,OK,13748,18433,walking,OK,4089,19108,bicycling,OK,896,2837,13587,3878
14291,KY119SU,KY114LP,4/23/21 12:00,1/1/70 0:00,12:00:00 PM,1619182800,779,772,10688,driving,OK,2259,15820,transit,OK,5923,7667,walking,OK,2008,7785,bicycling,OK,540,2964,5523,1617
14292,G312HW,G149XT,4/23/21 10:20,1/1/70 0:00,10:20:00 AM,1619176800,798,806,10046,driving,OK,1884,9102,transit,OK,5979,8015,walking,OK,1832,8974,bicycling,OK,590,2022,6419,1689
14293,KW151HP,KW151NJ,4/23/21 16:40,1/1/70 0:00,4:40:00 PM,1619199600,126,125,377,driving,OK,307,377,transit,OK,307,377,walking,OK,148,377,bicycling,OK,52,275,275,84
14294,KY26NY,KY50XR,4/23/21 15:00,1/1/70 0:00,3:00:00 PM,1619193600,704,734,8116,driving,OK,1872,13375,transit,OK,5623,7587,walking,OK,1665,7745,bicycling,OK,518,2851,4881,1613
14295,AB243ET,AB253RF,4/23/21 7:15,1/1/70 0:00,7:15:00 AM,1619165700,315,293,1789,driving,OK,851,1673,transit,OK,944,1258,walking,OK,362,1257,bicycling,OK,367,811,957,441
14296,KY155DG,KY155HX,4/23/21 9:00,1/1/70 0:00,9:00:00 AM,1619172000,254,263,1298,driving,OK,651,1592,transit,OK,948,1298,walking,OK,291,1298,bicycling,OK,151,919,926,321
14298,EH224HA,EH221HQ,4/23/21 10:30,1/1/70 0:00,10:30:00 AM,1619177400,466,520,3583,driving,OK,1301,3412,transit,OK,2323,3243,walking,OK,691,3243,bicycling,OK,260,916,1825,699
14299,AB510QY,AB514RT,4/23/21 8:00,1/1/70 0:00,8:00:00 AM,1619168400,724,729,11436,driving,OK,2147,10960,transit,OK,7458,10078,walking,OK,1792,9366,bicycling,OK,571,2087,6783,2010
14300,PA344JR,PA344HP,4/23/21 10:15,1/1/70 0:00,10:15:00 AM,1619176500,292,287,2023,driving,OK,560,2046,transit,OK,1418,2009,walking,OK,353,2009,bicycling,OK,168,916,1605,415
14301,HS95YB,HS95YB,4/23/21 8:30,1/1/70 0:00,8:30:00 AM,1619170200,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
15966,HS95YB,HS95YB,4/23/21 8:40,1/1/70 0:00,8:40:00 AM,1619170800,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
14303,KY129EJ,EH546NB,4/23/21 13:00,1/1/70 0:00,1:00:00 PM,1619186400,2040,2111,36593,driving,OK,4506,33891,transit,OK,22880,30579,walking,OK,7391,34600,bicycling,OK,1597,4527,22101,6545
14305,FK136EP,FK136PL,4/23/21 8:45,1/1/70 0:00,8:45:00 AM,1619171100,199,198,868,driving,OK,624,827,transit,OK,624,827,walking,OK,183,868,bicycling,OK,98,569,569,163
14306,G680GL,G672RX,4/23/21 13:20,1/1/70 0:00,1:20:00 PM,1619187600,280,282,2522,driving,OK,801,3509,transit,OK,1634,2267,walking,OK,494,2659,bicycling,OK,192,706,1815,476
14307,KW151TH,KW151UW,4/23/21 21:00,1/1/70 0:00,9:00:00 PM,1619215200,497,462,6215,driving,OK,1297,6343,transit,OK,4535,6042,walking,OK,1455,6142,bicycling,OK,415,1053,4729,1265
14308,KY30SY,KY119UY,4/23/21 10:30,1/1/70 0:00,10:30:00 AM,1619177400,398,391,4681,driving,OK,902,4964,transit,OK,3255,4442,walking,OK,967,4591,bicycling,OK,296,784,3124,985
14309,G133DD,G133PP,4/23/21 17:30,1/1/70 0:00,5:30:00 PM,1619202600,148,146,978,driving,OK,518,671,transit,OK,518,671,walking,OK,174,693,bicycling,OK,88,480,481,185
14310,IV306YQ,IV306BN,4/23/21 11:50,1/1/70 0:00,11:50:00 AM,1619182200,120,133,1003,driving,OK,785,1003,transit,OK,785,1003,walking,OK,243,1003,bicycling,OK,113,672,696,186
14311,ML11UE,ML85QA,4/23/21 10:45,1/1/70 0:00,10:45:00 AM,1619178300,909,942,13646,driving,OK,3106,16673,transit,OK,8437,11378,walking,OK,2388,11723,bicycling,OK,1349,3791,9071,3628
14312,EH320JE,EH320DZ,4/23/21 19:00,1/1/70 0:00,7:00:00 PM,1619208000,149,132,1026,driving,OK,272,1102,transit,OK,674,925,walking,OK,209,1026,bicycling,OK,84,296,764,264
14313,KA92PR,KA120PU,4/23/21 19:10,1/1/70 0:00,7:10:00 PM,1619208600,932,916,14693,driving,OK,3738,18024,transit,OK,9848,13406,walking,OK,3139,16999,bicycling,OK,680,3365,10913,3634
14316,FK82HY,FK81RA,4/23/21 11:00,1/1/70 0:00,11:00:00 AM,1619179200,327,339,2885,driving,OK,1256,3538,transit,OK,1436,1959,walking,OK,512,2482,bicycling,OK,209,1001,1340,428
14317,KY112YF,KY112JW,4/23/21 14:00,1/1/70 0:00,2:00:00 PM,1619190000,225,231,1133,driving,OK,399,1202,transit,OK,462,660,walking,OK,131,660,bicycling,OK,109,465,471,194
14318,KW163JQ,KW151QN,4/23/21 14:00,1/1/70 0:00,2:00:00 PM,1619190000,1384,1371,22957,driving,OK,3442,28086,transit,OK,16772,22810,walking,OK,5659,29544,bicycling,OK,1508,3279,17497,4660
14319,HS12AF,HS20NA,4/23/21 10:00,1/1/70 0:00,10:00:00 AM,1619175600,713,682,10899,driving,OK,1363,12311,transit,OK,7965,10899,walking,OK,2136,10899,bicycling,OK,691,2120,7722,2175
14320,EH216BZ,EH217DZ,4/23/21 8:40,1/1/70 0:00,8:40:00 AM,1619170800,373,455,1768,driving,OK,484,1245,transit,OK,752,1007,walking,OK,249,1007,bicycling,OK,121,718,758,353
14322,EH89QN,EH66PR,4/23/21 8:25,1/1/70 0:00,8:25:00 AM,1619169900,864,911,4675,driving,OK,2041,5783,transit,OK,3161,4433,walking,OK,1034,5449,bicycling,OK,565,2022,3255,972
14323,KW151LE,KW172QR,4/23/21 21:00,1/1/70 0:00,9:00:00 PM,1619215200,566,549,8540,driving,OK,1295,9215,transit,OK,5808,7827,walking,OK,1805,7978,bicycling,OK,508,2694,6461,1691
14324,PA151LE,PA168HE,4/23/21 17:00,1/1/70 0:00,5:00:00 PM,1619200800,162,169,1002,driving,OK,749,918,transit,OK,749,918,walking,OK,276,918,bicycling,OK,101,651,651,240
14327,TD69HL,TD11BY,4/23/21 19:00,1/1/70 0:00,7:00:00 PM,1619208000,718,637,7357,driving,OK,2034,8286,transit,OK,4870,6578,walking,OK,1548,7168,bicycling,OK,610,1883,5117,1419
14329,G225JL,G226TU,4/23/21 12:30,1/1/70 0:00,12:30:00 PM,1619184600,137,166,604,driving,OK,359,1066,transit,OK,411,565,walking,OK,99,601,bicycling,OK,71,407,409,121
14331,FK101RQ,FK104LE,4/23/21 10:00,1/1/70 0:00,10:00:00 AM,1619175600,244,250,1783,driving,OK,715,2219,transit,OK,1095,1489,walking,OK,362,1532,bicycling,OK,155,1092,1116,393
14332,KW163JY,KW172RB,4/23/21 16:00,1/1/70 0:00,4:00:00 PM,1619197200,736,728,12546,driving,OK,4773,31593,transit,OK,8316,10959,walking,OK,2552,13032,bicycling,OK,756,2457,8403,2461
14333,KA12EF,KA12QX,4/23/21 19:30,1/1/70 0:00,7:30:00 PM,1619209800,73,71,321,driving,OK,257,321,transit,OK,257,321,walking,OK,119,321,bicycling,OK,34,231,231,64
14334,G133YL,G132TG,4/23/21 13:00,1/1/70 0:00,1:00:00 PM,1619186400,303,289,1663,driving,OK,1009,1337,transit,OK,1009,1337,walking,OK,292,1373,bicycling,OK,145,833,962,310
14335,AB123NR,AB123SH,4/23/21 8:30,1/1/70 0:00,8:30:00 AM,1619170200,175,186,1178,driving,OK,510,1333,transit,OK,848,1071,walking,OK,314,1071,bicycling,OK,97,732,771,204
