,PO1,PD1,origin_lat,origin_lng,destination_lat,destination_lng
0,EH91AS,EH88PJ,55.935555,-3.200054,55.951029,-3.177986
1,G776AA,G467JN,55.772861,-4.332581,55.795893,-4.303929
2,G776AA,G784AS,55.772861,-4.332581,55.765806,-4.49048
3,G776AA,G775LR,55.772861,-4.332581,55.772568,-4.318848
4,G626PG,G775LR,55.941547,-4.320132,55.772568,-4.318848
5,G776AA,G466LX,55.772861,-4.332581,55.806644,-4.286978
6,G776AA,G767EB,55.772861,-4.332581,55.784327,-4.282688
7,G49XE,G767EB,55.875292,-4.249131,55.784327,-4.282688
8,G776AA,G776PS,55.772861,-4.332581,55.763453,-4.364217
9,G776AA,G776GN,55.772861,-4.332581,55.772537,-4.34651
10,G14NN,PA209HT,55.857335,-4.256993,55.830342,-5.050372
11,G14NN,PA209HT,55.857335,-4.256993,55.830342,-5.050372
12,G14NN,PA209HT,55.857335,-4.256993,55.830342,-5.050372
13,G14NN,PA209HT,55.857335,-4.256993,55.830342,-5.050372
14,G14NN,PA209HT,55.857335,-4.256993,55.830342,-5.050372
15,G14NN,PA209HT,55.857335,-4.256993,55.830342,-5.050372
16,G14NN,PA209HT,55.857335,-4.256993,55.830342,-5.050372
17,G14NN,G58AF,55.857335,-4.256993,55.852824,-4.267003
18,G626PB,G628AU,55.941386,-4.318169,55.945951,-4.3125
19,G207TY,G628AU,55.880749,-4.275698,55.945951,-4.3125
20,AB115RG,AB115RG,57.144369,-2.096076,57.144369,-2.096076
21,AB326WP,AB115RG,57.152791,-2.286874,57.144369,-2.096076
22,DD108JT,AB115RG,56.713944,-2.470357,57.144369,-2.096076
23,AB228DN,AB115RG,57.186429,-2.12512,57.144369,-2.096076
24,AB123NU,AB115RG,57.100535,-2.079407,57.144369,-2.096076
25,AB439QF,AB115RG,57.681585,-2.011154,57.144369,-2.096076
26,AB510DB,AB115RG,57.335247,-2.315371,57.144369,-2.096076
27,AB326SU,AB115RG,57.156604,-2.273183,57.144369,-2.096076
28,AB228QY,AB115RG,57.194837,-2.115998,57.144369,-2.096076
29,AB392FE,AB115RG,56.961271,-2.214706,57.144369,-2.096076
30,AB219AP,AB115RG,57.177273,-2.174615,57.144369,-2.096076
31,AB253TU,AB115RG,57.155069,-2.105741,57.144369,-2.096076
32,AB245PE,AB115RG,57.155524,-2.090112,57.144369,-2.096076
33,AB115RG,AB228QY,57.144369,-2.096076,57.194837,-2.115998
34,AB115RG,AB326WP,57.144369,-2.096076,57.152791,-2.286874
35,AB115RG,AB392FE,57.144369,-2.096076,56.961271,-2.214706
36,AB115RG,AB245PE,57.144369,-2.096076,57.155524,-2.090112
37,AB115RG,AB253TU,57.144369,-2.096076,57.155069,-2.105741
38,AB115RG,DD108JT,57.144369,-2.096076,56.713944,-2.470357
39,DD108JD,DD108JT,56.711533,-2.468922,56.713944,-2.470357
40,AB115RG,AB326SU,57.144369,-2.096076,57.156604,-2.273183
41,AB115RG,AB439QF,57.144369,-2.096076,57.681585,-2.011154
42,AB115RG,AB123NU,57.144369,-2.096076,57.100535,-2.079407
43,AB166RL,AB123NU,57.152588,-2.165964,57.100535,-2.079407
44,AB115RG,AB510DB,57.144369,-2.096076,57.335247,-2.315371
45,AB115RG,AB315JB,57.144369,-2.096076,57.058912,-2.477285
46,AB115RG,AB228DN,57.144369,-2.096076,57.186429,-2.12512
47,FK14JA,FK14LS,56.005868,-3.829576,56.001874,-3.839538
48,FK14JG,FK14LS,56.005282,-3.829724,56.001874,-3.839538
49,FK14JA,FK14JG,56.005868,-3.829576,56.005282,-3.829724
50,KA91QL,KA111JT,55.499458,-4.618919,55.616574,-4.633095
51,KA91QL,KA111JT,55.499458,-4.618919,55.616574,-4.633095
52,KA91QL,KA111JT,55.499458,-4.618919,55.616574,-4.633095
53,KW151JQ,KW151LB,58.979204,-2.956205,58.984198,-2.959736
54,HS12QY,HS12LR,58.206907,-6.382797,58.212062,-6.382734
55,HS12JA,HS12LR,58.20959,-6.385326,58.212062,-6.382734
56,HS12JA,HS12LR,58.20959,-6.385326,58.212062,-6.382734
57,HS12QY,HS12RE,58.206907,-6.382797,58.205606,-6.380609
58,HS20XP,HS12RE,58.215396,-6.389077,58.205606,-6.380609
59,HS12QY,HS12BA,58.206907,-6.382797,58.208003,-6.390684
60,HS12DU,HS12BA,58.212281,-6.387618,58.208003,-6.390684
61,HS12QY,HS20LQ,58.206907,-6.382797,58.282518,-6.292408
62,HS20LH,HS20LQ,58.288486,-6.304538,58.282518,-6.292408
63,HS20JS,HS20LQ,58.273924,-6.295002,58.282518,-6.292408
64,HS12QY,HS12UX,58.206907,-6.382797,58.211892,-6.356233
65,HS12SL,HS12UX,58.207762,-6.370464,58.211892,-6.356233
66,HS29ED,HS12UX,58.219473,-6.739155,58.211892,-6.356233
67,HS12QY,HS20BG,58.206907,-6.382797,58.210465,-6.316145
68,HS12QY,HS20SH,58.206907,-6.382797,58.441362,-6.392652
69,HS20XA,HS20SH,58.492218,-6.231037,58.441362,-6.392652
70,HS12LF,HS20SH,58.215407,-6.37858,58.441362,-6.392652
71,HS12QY,HS20BQ,58.206907,-6.382797,58.204997,-6.311706
72,HS20BW,HS20BQ,58.202436,-6.268655,58.204997,-6.311706
73,HS12QY,HS29NP,58.206907,-6.382797,58.133484,-6.430314
74,HS12UX,HS29NP,58.211892,-6.356233,58.133484,-6.430314
75,HS29DU,HS29NP,58.169879,-6.570433,58.133484,-6.430314
76,HS29DU,HS29NP,58.169879,-6.570433,58.133484,-6.430314
77,HS29NH,HS29NP,58.144883,-6.412344,58.133484,-6.430314
78,HS12QY,HS12PS,58.206907,-6.382797,58.212332,-6.37331
79,HS20QY,HS12PS,58.357382,-6.513251,58.212332,-6.37331
80,HS12QY,HS12YF,58.206907,-6.382797,58.223132,-6.389028
81,HS20DX,HS12YF,58.218943,-6.409047,58.223132,-6.389028
82,EH74EW,EH413AX,55.963405,-3.196336,55.958091,-2.787929
83,EH74EW,EH74HE,55.963405,-3.196336,55.964722,-3.197256
84,EH74EW,EH35LL,55.963405,-3.196336,55.964142,-3.198632
85,EH74EW,EH35BH,55.963405,-3.196336,55.959703,-3.205159
86,EH74EW,EH36RH,55.963405,-3.196336,55.958969,-3.201195
87,EH41HL,EH36RH,55.959246,-3.212336,55.958969,-3.201195
88,G741LL,G744BJ,55.760173,-4.182773,55.771133,-4.191913
89,G720EL,G744BJ,55.785148,-4.095873,55.771133,-4.191913
90,G720EL,G744BJ,55.785148,-4.095873,55.771133,-4.191913
91,G720EL,G744BJ,55.785148,-4.095873,55.771133,-4.191913
92,G741LL,G745AN,55.760173,-4.182773,55.756173,-4.243939
93,G741LL,G718PB,55.760173,-4.182773,55.804383,-4.071886
94,ML38NW,G718PB,55.772705,-4.062169,55.804383,-4.071886
95,G741LL,G743SZ,55.760173,-4.182773,55.766549,-4.150223
96,G743RF,G743SZ,55.780096,-4.146951,55.766549,-4.150223
97,G741LL,ML30NQ,55.760173,-4.182773,55.781453,-4.068325
98,G741LL,G758DB,55.760173,-4.182773,55.755129,-4.192752
99,G758DB,G758DB,55.755129,-4.192752,55.755129,-4.192752
100,G758DB,G758DB,55.755129,-4.192752,55.755129,-4.192752
101,G758DB,G758DB,55.755129,-4.192752,55.755129,-4.192752
102,G741LL,G759GY,55.760173,-4.182773,55.737735,-4.210494
103,G741LL,G759JN,55.760173,-4.182773,55.745591,-4.203896
104,G741LL,G768BN,55.760173,-4.182773,55.785538,-4.270668
105,PA48XQ,G768BN,55.878968,-4.371142,55.785538,-4.270668
106,G741LL,KA12QL,55.760173,-4.182773,55.610513,-4.50503
107,KA14HL,KA12QL,55.595935,-4.498286,55.610513,-4.50503
108,G741LL,G776SR,55.760173,-4.182773,55.779969,-4.33951
109,G741LL,G741QX,55.760173,-4.182773,55.765981,-4.199563
110,G745NY,G741QX,55.764488,-4.2056,55.765981,-4.199563
111,G741LL,G743QE,55.760173,-4.182773,55.777846,-4.142474
112,G741LL,ML39PS,55.760173,-4.182773,55.775249,-4.088198
113,G741LL,G768LU,55.760173,-4.182773,55.7966,-4.26785
114,G741LL,G758SA,55.760173,-4.182773,55.760109,-4.18868
115,G741LL,G741LL,55.760173,-4.182773,55.760173,-4.182773
116,G718PB,G741LL,55.804383,-4.071886,55.760173,-4.182773
117,KA12QL,G741LL,55.610513,-4.50503,55.760173,-4.182773
118,G758DB,G741LL,55.755129,-4.192752,55.760173,-4.182773
119,G758SA,G741LL,55.760109,-4.18868,55.760173,-4.182773
120,ML51QD,G741LL,55.863398,-4.031949,55.760173,-4.182773
121,G768BN,G741LL,55.785538,-4.270668,55.760173,-4.182773
122,G741QX,G741LL,55.765981,-4.199563,55.760173,-4.182773
123,G745AN,G741LL,55.756173,-4.243939,55.760173,-4.182773
124,ML106EZ,G741LL,55.673616,-4.074159,55.760173,-4.182773
125,G743SZ,G741LL,55.766549,-4.150223,55.760173,-4.182773
126,G743RF,G741LL,55.780096,-4.146951,55.760173,-4.182773
127,G759JN,G741LL,55.745591,-4.203896,55.760173,-4.182773
128,G743QE,G741LL,55.777846,-4.142474,55.760173,-4.182773
129,G759GY,G741LL,55.737735,-4.210494,55.760173,-4.182773
130,ML39PS,G741LL,55.775249,-4.088198,55.760173,-4.182773
131,G768LU,G741LL,55.7966,-4.26785,55.760173,-4.182773
132,G432XU,G741LL,55.823266,-4.287746,55.760173,-4.182773
133,G741LL,G743RF,55.760173,-4.182773,55.780096,-4.146951
134,G743SZ,G743RF,55.766549,-4.150223,55.780096,-4.146951
135,G768HB,G767DH,55.792817,-4.271204,55.784161,-4.274898
136,TD69BS,EH458DN,55.595478,-2.741941,55.657386,-3.194325
137,TD69BS,EH458DN,55.595478,-2.741941,55.657386,-3.194325
138,TD69BS,EH458DN,55.595478,-2.741941,55.657386,-3.194325
139,TD69BS,TD46HY,55.595478,-2.741941,55.641882,-2.663032
140,TD69BS,TD69RQ,55.595478,-2.741941,55.598657,-2.701088
141,EH151DF,TD69RQ,55.955205,-3.119448,55.598657,-2.701088
142,TD69BS,TD145EQ,55.595478,-2.741941,55.874134,-2.102528
143,TD69BS,TD13AT,55.595478,-2.741941,55.614189,-2.805592
144,TD13JW,TD13AT,55.611963,-2.805261,55.614189,-2.805592
145,TD13BX,TD13AT,55.610716,-2.797997,55.614189,-2.805592
146,TD11JN,TD13AT,55.613483,-2.822549,55.614189,-2.805592
147,TD69BS,KY111JE,55.595478,-2.741941,56.012636,-3.396787
148,EH39AL,KY111JE,55.945972,-3.204364,56.012636,-3.396787
149,EH39AL,KY111JE,55.945972,-3.204364,56.012636,-3.396787
150,EH39AL,KY111JE,55.945972,-3.204364,56.012636,-3.396787
151,DG73SQ,DG64RS,55.074836,-4.268773,54.843063,-4.050681
152,PA154RN,PA169AE,55.94376,-4.748963,55.945409,-4.774404
153,PA154RN,PA191AF,55.94376,-4.748963,55.946646,-4.857516
154,PA154RN,PA191TJ,55.94376,-4.748963,55.951851,-4.819674
155,EH52NJ,EH52XS,55.97015,-3.238986,55.969571,-3.233985
156,EH43SZ,EH52XS,55.960106,-3.263606,55.969571,-3.233985
157,EH127JS,EH52XS,55.93583,-3.281593,55.969571,-3.233985
158,EH64JL,EH52XS,55.97917,-3.188921,55.969571,-3.233985
159,EH52HF,EH52XS,55.972006,-3.230425,55.969571,-3.233985
160,EH51AX,EH52XS,55.977024,-3.222748,55.969571,-3.233985
161,KY118RF,EH52XS,56.059734,-3.427028,55.969571,-3.233985
162,KA308JR,KA239DD,55.792509,-4.863702,55.696105,-4.850723
163,KA239DD,KA239DD,55.696105,-4.850723,55.696105,-4.850723
164,KA239DD,KA239DD,55.696105,-4.850723,55.696105,-4.850723
165,KA308JR,PA175BB,55.792509,-4.863702,55.872329,-4.879727
166,KA308JR,KA308JZ,55.792509,-4.863702,55.780141,-4.857084
167,KA308PG,KA308JZ,55.806125,-4.874582,55.780141,-4.857084
168,KA308AL,KA308JZ,55.793856,-4.868747,55.780141,-4.857084
169,KA308JR,KA308ER,55.792509,-4.863702,55.783653,-4.85951
170,KA308ES,KA308ER,55.786985,-4.85926,55.783653,-4.85951
171,KA308AU,KA308ER,55.794108,-4.866819,55.783653,-4.85951
172,KA308JR,KA290BB,55.792509,-4.863702,55.763133,-4.852873
173,KA290AU,KA290BB,55.764347,-4.853771,55.763133,-4.852873
174,KA308JR,KA204DL,55.792509,-4.863702,55.645744,-4.747747
175,KA308JR,KA308PZ,55.792509,-4.863702,55.803675,-4.864011
176,KA308JR,KA309AH,55.792509,-4.863702,55.796895,-4.863721
177,AB392BL,AB392BD,56.962919,-2.209362,56.964647,-2.207284
178,AB392QD,AB392BD,56.965568,-2.207429,56.964647,-2.207284
179,AB392QD,AB392BD,56.965568,-2.207429,56.964647,-2.207284
180,AB392EE,AB392BD,56.967199,-2.220645,56.964647,-2.207284
181,AB392EE,AB392BD,56.967199,-2.220645,56.964647,-2.207284
182,AB392LB,AB392BD,56.959562,-2.205143,56.964647,-2.207284
183,AB392BL,AB392BT,56.962919,-2.209362,56.963626,-2.208701
184,ZE29AG,ZE29AB,60.334504,-1.017018,60.34125,-1.018818
185,ZE29AA,ZE29AB,60.340011,-1.022461,60.34125,-1.018818
186,ZE29AA,ZE29AB,60.340011,-1.022461,60.34125,-1.018818
187,ZE29AB,ZE29AB,60.34125,-1.018818,60.34125,-1.018818
188,ZE29QQ,ZE29AB,60.390248,-1.348143,60.34125,-1.018818
189,ZE29AG,ZE29AA,60.334504,-1.017018,60.340011,-1.022461
190,ZE29AE,ZE29AA,60.351855,-1.016543,60.340011,-1.022461
191,ZE29AE,ZE29AA,60.351855,-1.016543,60.340011,-1.022461
192,ZE29AL,ZE29AA,60.361378,-0.999858,60.340011,-1.022461
193,ZE29AL,ZE29AA,60.361378,-0.999858,60.340011,-1.022461
194,ZE29AB,ZE29AA,60.34125,-1.018818,60.340011,-1.022461
195,ZE29AB,ZE29AA,60.34125,-1.018818,60.340011,-1.022461
196,ZE29AB,ZE29AA,60.34125,-1.018818,60.340011,-1.022461
197,EH216PQ,EH216SS,55.935257,-3.069501,55.931572,-3.066454
198,KA14NF,ML106QJ,55.588585,-4.494713,55.621377,-4.198744
199,G28BJ,G450AP,55.857701,-4.252189,55.809716,-4.221421
200,G28BJ,G450AP,55.857701,-4.252189,55.809716,-4.221421
201,G613BB,G37NY,55.923042,-4.328198,55.866592,-4.282799
202,G37NY,G37NY,55.866592,-4.282799,55.866592,-4.282799
203,EH309SQ,FK15HU,55.992995,-3.407299,55.997169,-3.802145
204,EH309SQ,EH288SR,55.992995,-3.407299,55.939079,-3.409444
205,EH147ET,EH288SR,55.879686,-3.34079,55.939079,-3.409444
206,DD21UG,DD21EB,56.45188,-2.992133,56.457222,-2.993843
207,DD21UG,DD21EB,56.45188,-2.992133,56.457222,-2.993843
208,DD21UG,DD21EB,56.45188,-2.992133,56.457222,-2.993843
209,DD11DU,DD21EB,56.463158,-2.971456,56.457222,-2.993843
210,DD21UG,DD52LU,56.45188,-2.992133,56.471505,-2.865753
211,DD21UG,DD12AD,56.45188,-2.992133,56.465531,-2.969082
212,DD14HP,DD12AD,56.457666,-2.982106,56.465531,-2.969082
213,DD21UG,DD77LE,56.45188,-2.992133,56.498971,-2.737678
214,DD21UG,DD11RL,56.45188,-2.992133,56.461175,-2.972156
215,PH29HP,DD11RL,56.352351,-3.471081,56.461175,-2.972156
216,DD13DY,DD11RL,56.461885,-2.966458,56.461175,-2.972156
217,DD21UG,DD21QQ,56.45188,-2.992133,56.459099,-3.027012
218,DD30NY,DD21QQ,56.49464,-2.982786,56.459099,-3.027012
219,DD21UG,DD25LU,56.45188,-2.992133,56.485617,-3.084548
220,DD13JT,DD25LU,56.459569,-2.961628,56.485617,-3.084548
221,DD21UG,DD38BG,56.45188,-2.992133,56.47753,-2.978707
222,DD46HP,DD38BG,56.468425,-2.95036,56.47753,-2.978707
223,DD21UG,DD12PF,56.45188,-2.992133,56.466858,-2.969424
224,DD21UG,DD12PF,56.45188,-2.992133,56.466858,-2.969424
225,DD11UE,DD12PF,56.45909,-2.974581,56.466858,-2.969424
226,IV519LU,IV519LU,57.416038,-6.183223,57.416038,-6.183223
227,IV519LU,IV519LU,57.416038,-6.183223,57.416038,-6.183223
228,ML55EA,ML54DQ,55.848483,-4.032272,55.849929,-4.027103
229,ML55EA,ML54DQ,55.848483,-4.032272,55.849929,-4.027103
230,ML55EA,ML55DD,55.848483,-4.032272,55.845614,-4.033172
231,EH39DD,EH39NA,55.945447,-3.205676,55.942275,-3.203785
232,PA238ER,PA238ER,55.956337,-4.92513,55.956337,-4.92513
233,EH209QY,EH218PT,55.886827,-3.162465,55.92558,-3.034778
234,EH209QY,EH269BG,55.886827,-3.162465,55.826673,-3.223246
235,EH209QY,EH221LH,55.886827,-3.162465,55.894633,-3.07681
236,EH221AX,EH221LH,55.894824,-3.069316,55.894633,-3.07681
237,EH74AA,EH221LH,55.958457,-3.183544,55.894633,-3.07681
238,EH209QY,EH209LT,55.886827,-3.162465,55.879047,-3.157549
239,EH209LA,EH209LT,55.878875,-3.154428,55.879047,-3.157549
240,EH209QY,EH178BN,55.886827,-3.162465,55.893112,-3.163069
241,EH23AA,EH178BN,55.951612,-3.200983,55.893112,-3.163069
242,ZE10RD,ZE10AN,60.14804,-1.162484,60.152596,-1.137883
243,ZE10RD,ZE10PJ,60.14804,-1.162484,60.153354,-1.159406
244,ZE10RD,ZE10PJ,60.14804,-1.162484,60.153354,-1.159406
245,ZE10BB,ZE10PJ,60.14978,-1.134229,60.153354,-1.159406
246,ZE10DT,ZE10PJ,60.15292,-1.144935,60.153354,-1.159406
247,ZE10BD,ZE10PJ,60.153064,-1.14214,60.153354,-1.159406
248,ZE10ET,ZE10PJ,60.153238,-1.149653,60.153354,-1.159406
249,ZE10FL,ZE10PJ,60.152288,-1.140096,60.153354,-1.159406
250,ZE10RG,ZE10PJ,60.148858,-1.16984,60.153354,-1.159406
251,ZE10NS,ZE10PJ,60.156337,-1.154016,60.153354,-1.159406
252,ZE10JL,ZE10PJ,60.15479,-1.145182,60.153354,-1.159406
253,ZE29SB,ZE10PJ,60.179142,-1.236639,60.153354,-1.159406
254,ZE10RD,ZE39JS,60.14804,-1.162484,59.890606,-1.294193
255,ZE10RD,ZE29BJ,60.14804,-1.162484,60.597575,-1.075944
256,ZE10RD,ZE29BJ,60.14804,-1.162484,60.597575,-1.075944
257,ZE10RD,ZE29BJ,60.14804,-1.162484,60.597575,-1.075944
258,ZE10RD,ZE29BJ,60.14804,-1.162484,60.597575,-1.075944
259,ZE10RD,ZE29BJ,60.14804,-1.162484,60.597575,-1.075944
260,ZE29ST,ZE29BJ,60.398195,-1.350198,60.597575,-1.075944
261,ZE10RD,ZE10PE,60.14804,-1.162484,60.157537,-1.154994
262,ZE10SG,ZE10PE,60.145527,-1.177027,60.157537,-1.154994
263,ZE29TY,ZE10PE,60.394418,-1.348949,60.157537,-1.154994
264,ZE10RD,ZE10LL,60.14804,-1.162484,60.155003,-1.143411
265,ZE10NN,ZE10LL,60.160767,-1.172952,60.155003,-1.143411
266,ZE10QS,ZE10LL,60.150543,-1.157792,60.155003,-1.143411
267,ZE10PD,ZE10LL,60.155821,-1.159019,60.155003,-1.143411
268,ZE10NU,ZE10LL,60.159499,-1.174292,60.155003,-1.143411
269,ZE10RD,ZE29LJ,60.14804,-1.162484,60.19819,-1.280377
270,ZE29LQ,ZE29LJ,60.233399,-1.301119,60.19819,-1.280377
271,ZE29LJ,ZE29LJ,60.19819,-1.280377,60.19819,-1.280377
272,ZE29LJ,ZE29LJ,60.19819,-1.280377,60.19819,-1.280377
273,ZE29LJ,ZE29LJ,60.19819,-1.280377,60.19819,-1.280377
274,ZE29GJ,ZE29LJ,60.208652,-1.294176,60.19819,-1.280377
275,ZE10LZ,ZE29LJ,60.158917,-1.146149,60.19819,-1.280377
276,ZE29AX,ZE29LJ,60.561458,-1.028403,60.19819,-1.280377
277,ZE10NS,ZE29LJ,60.156337,-1.154016,60.19819,-1.280377
278,ZE10PA,ZE29LJ,60.157503,-1.158111,60.19819,-1.280377
279,ZE10RD,ZE10RR,60.14804,-1.162484,60.139565,-1.185764
280,ZE10BB,ZE10RR,60.14978,-1.134229,60.139565,-1.185764
281,ZE10LZ,ZE10RR,60.158917,-1.146149,60.139565,-1.185764
282,ZE10RD,ZE10QH,60.14804,-1.162484,60.161327,-1.169328
283,ZE10RD,ZE10TN,60.14804,-1.162484,60.139886,-1.273413
284,ZE10UQ,ZE10TN,60.158386,-1.262655,60.139886,-1.273413
285,ZE10XJ,ZE10TN,60.137545,-1.28045,60.139886,-1.273413
286,ZE10UU,ZE10TN,60.137641,-1.265343,60.139886,-1.273413
287,ZE10RD,ZE10UB,60.14804,-1.162484,60.139427,-1.278176
288,ZE10RD,ZE29JZ,60.14804,-1.162484,60.10704,-1.335021
289,ZE10RD,ZE29JE,60.14804,-1.162484,59.939081,-1.327612
290,ZE10RD,ZE10ER,60.14804,-1.162484,60.155677,-1.150538
291,ZE10BJ,ZE10ER,60.15263,-1.143023,60.155677,-1.150538
292,ZE10BJ,ZE10ER,60.15263,-1.143023,60.155677,-1.150538
293,ZE10GR,ZE10ER,60.154286,-1.164793,60.155677,-1.150538
294,ZE10ZJ,ZE10ER,60.147034,-1.159646,60.155677,-1.150538
295,ZE10RD,ZE10NL,60.14804,-1.162484,60.157312,-1.150629
296,ZE10RD,ZE10QN,60.14804,-1.162484,60.152246,-1.15612
297,ZE10TB,ZE10QN,60.151068,-1.155671,60.152246,-1.15612
298,ZE10RD,ZE10NJ,60.14804,-1.162484,60.157262,-1.148415
299,ZE10JT,ZE10NJ,60.156552,-1.148444,60.157262,-1.148415
300,ZE10LZ,ZE10NJ,60.158917,-1.146149,60.157262,-1.148415
301,ZE10RD,ZE10RU,60.14804,-1.162484,60.145276,-1.165526
302,ZE10LX,ZE10RU,60.157047,-1.145783,60.145276,-1.165526
303,ZE10RD,ZE29JA,60.14804,-1.162484,59.976159,-1.320985
304,ZE39JP,ZE29JA,59.876789,-1.296811,59.976159,-1.320985
305,ZE10RD,ZE29HX,60.14804,-1.162484,59.971917,-1.271469
306,ZE10RD,ZE10SG,60.14804,-1.162484,60.145527,-1.177027
307,ZE10PW,ZE10SG,60.164589,-1.16246,60.145527,-1.177027
308,ZE10RD,ZE10EW,60.14804,-1.162484,60.156336,-1.149746
309,ZE10RD,ZE10EW,60.14804,-1.162484,60.156336,-1.149746
310,ZE10TZ,ZE10EW,60.137058,-1.232122,60.156336,-1.149746
311,ZE10LJ,ZE10EW,60.151426,-1.149862,60.156336,-1.149746
312,ZE10LX,ZE10EW,60.157047,-1.145783,60.156336,-1.149746
313,ZE10RD,ZE29SA,60.14804,-1.162484,60.507577,-1.334573
314,ZE29RH,ZE29SA,60.490155,-1.452254,60.507577,-1.334573
315,ZE10RD,ZE10RX,60.14804,-1.162484,60.146396,-1.166704
316,ZE10RD,ZE29PS,60.14804,-1.162484,60.265286,-1.143561
317,ZE10RD,ZE10AU,60.14804,-1.162484,60.152321,-1.138449
318,ZE10RD,ZE10QS,60.14804,-1.162484,60.150543,-1.157792
319,ZE10PR,ZE10QS,60.16304,-1.161825,60.150543,-1.157792
320,ZE10LL,ZE10QS,60.155003,-1.143411,60.150543,-1.157792
321,ZE10RD,ZE10ET,60.14804,-1.162484,60.153238,-1.149653
322,ZE29LD,ZE10ET,60.082345,-1.33444,60.153238,-1.149653
323,ZE10RD,ZE10BB,60.14804,-1.162484,60.14978,-1.134229
324,ZE10RR,ZE10BB,60.139565,-1.185764,60.14978,-1.134229
325,ZE10BA,ZE10BB,60.151023,-1.137607,60.14978,-1.134229
326,ZE10BA,ZE10BB,60.151023,-1.137607,60.14978,-1.134229
327,ZE10RD,ZE10SB,60.14804,-1.162484,60.14548,-1.168107
328,ZE10LX,ZE10SB,60.157047,-1.145783,60.14548,-1.168107
329,ZE10GR,ZE10SB,60.154286,-1.164793,60.14548,-1.168107
330,DD22LD,KY111JU,56.4647,-2.993422,56.007211,-3.39024
331,DD22LD,DD36HH,56.4647,-2.993422,56.466077,-2.989773
332,EH545ER,EH545ER,55.9014,-3.503709,55.9014,-3.503709
333,EH545ER,EH545ER,55.9014,-3.503709,55.9014,-3.503709
334,EH545ER,EH545ER,55.9014,-3.503709,55.9014,-3.503709
335,EH545ER,EH545ER,55.9014,-3.503709,55.9014,-3.503709
336,EH193AD,EH545ER,55.875143,-3.105296,55.9014,-3.503709
337,EH545ER,EH193AD,55.9014,-3.503709,55.875143,-3.105296
338,IV191NZ,IV191NU,57.813682,-4.058691,57.810796,-4.057112
339,IV191NZ,IV191HA,57.813682,-4.058691,57.811066,-4.062093
340,IV191EU,IV191HA,57.809327,-4.064586,57.811066,-4.062093
341,IV191EU,IV191HA,57.809327,-4.064586,57.811066,-4.062093
342,IV191EU,IV191HA,57.809327,-4.064586,57.811066,-4.062093
343,PA237LH,PA238JN,55.943729,-4.936305,55.958191,-4.922402
344,PA237LH,PA238JN,55.943729,-4.936305,55.958191,-4.922402
345,PA237HA,PA238JN,55.950684,-4.927439,55.958191,-4.922402
346,DD54HY,DD52BP,56.496185,-2.794603,56.466572,-2.873545
347,KA32JZ,G536AG,55.632672,-4.487632,55.821783,-4.342147
348,G767RL,G536AG,55.790875,-4.294955,55.821783,-4.342147
349,G782PE,G536AG,55.795613,-4.375292,55.821783,-4.342147
350,G431RR,G536AG,55.82651,-4.296447,55.821783,-4.342147
351,G412PE,G536AG,55.840851,-4.267298,55.821783,-4.342147
352,G535QU,G536AG,55.834562,-4.359653,55.821783,-4.342147
353,G775JW,G536AG,55.771339,-4.317324,55.821783,-4.342147
354,G782LH,G536AG,55.794542,-4.399413,55.821783,-4.342147
355,G156QE,G536AG,55.905944,-4.362804,55.821783,-4.342147
356,G38AU,G536AG,55.863045,-4.283868,55.821783,-4.342147
357,G536AG,G536AG,55.821783,-4.342147,55.821783,-4.342147
358,G537YG,G536AG,55.807025,-4.361417,55.821783,-4.342147
359,G689EN,G536AG,55.933431,-4.038827,55.821783,-4.342147
360,KA181QW,G536AG,55.454294,-4.257491,55.821783,-4.342147
361,G535UW,G536AG,55.837127,-4.354282,55.821783,-4.342147
362,PA11BL,G536AG,55.846132,-4.4244,55.821783,-4.342147
363,G536AL,G536AG,55.823409,-4.349717,55.821783,-4.342147
364,G467EH,G536AG,55.801074,-4.320463,55.821783,-4.342147
365,G758XQ,G536AG,55.754234,-4.223239,55.821783,-4.342147
366,G536EU,G536AG,55.821605,-4.344452,55.821783,-4.342147
367,PA152AD,G536AG,55.944219,-4.731969,55.821783,-4.342147
368,KA92EH,G536AG,55.491481,-4.604821,55.821783,-4.342147
369,G432DF,G536AG,55.821972,-4.288229,55.821783,-4.342147
370,PA191JS,PA151BA,55.95929,-4.819014,55.94264,-4.741932
371,PA191JS,PA191RQ,55.95929,-4.819014,55.956925,-4.812709
372,PA191JS,PA151XG,55.95929,-4.819014,55.951184,-4.761825
373,PA191PP,PA151XG,55.957869,-4.815545,55.951184,-4.761825
374,PA154PJ,PA151XG,55.943243,-4.758024,55.951184,-4.761825
375,PA168AP,PA151XG,55.954767,-4.769193,55.951184,-4.761825
376,PA238JN,PA237LH,55.958191,-4.922402,55.943729,-4.936305
377,PA238JN,PA237LH,55.958191,-4.922402,55.943729,-4.936305
378,PA238JN,PA237HA,55.958191,-4.922402,55.950684,-4.927439
379,ML69TD,G718BB,55.845456,-3.968886,55.812053,-4.066026
380,ML37LH,G718BB,55.762695,-4.042688,55.812053,-4.066026
381,EH482UZ,EH477AY,55.900564,-3.691702,55.877361,-3.588267
382,PA286NH,PA286LR,55.430402,-5.617485,55.425906,-5.610427
383,KW172BL,KW172BJ,59.245206,-2.55932,59.233386,-2.599164
