,PO1,PD1,origin_lat,origin_lng,destination_lat,destination_lng
18232,G720LH,KA72SN,55.778264,-4.104054,55.452026,-4.6314
18233,PH152BL,PH152AU,56.618507,-3.870521,56.620139,-3.86656
18234,G611AY,G59AB,55.906807,-4.329816,55.848299,-4.252763
18235,PA168NS,G412SJ,55.952804,-4.773747,55.841777,-4.269716
18236,IV35DU,IV38TF,57.475626,-4.231192,57.480429,-4.262647
18237,G744DB,G741LD,55.774118,-4.165947,55.761194,-4.176659
18238,EH44PY,EH44HW,55.969284,-3.255301,55.972729,-3.249596
18239,IV98QT,IV108TW,57.564061,-4.174337,57.579967,-4.129956
18240,TD99DH,TD97LN,55.422001,-2.787882,55.411219,-2.832588
18241,PA237PY,PA237PX,55.953494,-4.934657,55.955279,-4.935962
18242,DD82DU,DD82PZ,56.628067,-2.766752,56.628746,-2.769026
18243,TD11PX,TD11JZ,55.623129,-2.823291,55.615456,-2.819145
18244,DG46DH,DG46BL,55.367068,-3.926805,55.36748,-3.923884
18245,PH263PA,PH263EG,57.294967,-3.678032,57.329963,-3.609545
18246,EH47BA,EH45BQ,55.961987,-3.271116,55.964429,-3.2682
18247,AB517PA,AB217DB,57.188256,-2.499154,57.210609,-2.184634
18248,EH221EF,EH224PF,55.894641,-3.065537,55.864585,-3.066583
18249,FK147AG,KY139SE,56.164992,-3.666837,56.257451,-3.368969
18250,PA345JE,PA344XR,56.418737,-5.470917,56.375862,-5.428938
18251,ML28SF,ML28PW,55.791785,-3.911464,55.778447,-3.896492
18252,IV159LQ,IV35SP,57.600061,-4.426637,57.466482,-4.236455
18253,IV159LQ,IV191QU,57.600061,-4.426637,57.702094,-4.024073
18254,EH483PL,EH484PN,55.899745,-3.70383,55.902544,-3.642081
18255,PH344EQ,PH337PP,56.910449,-4.986691,56.838353,-5.098022
18256,PH336EZ,PH336HB,56.813123,-5.11419,56.819079,-5.101719
18257,DD49RE,DD49NP,56.478129,-2.965344,56.492279,-2.933627
18258,FK136AR,FK82PL,56.156502,-3.747835,56.10553,-3.953701
18259,FK27LD,FK53JP,56.010722,-3.791548,56.024962,-3.821204
18260,EH414PD,EH345HD,55.937011,-2.735651,55.910715,-2.881575
18261,IV26XU,IV35LW,57.252283,-4.491522,57.480188,-4.246902
18262,G662RJ,G349PD,55.945978,-4.130084,55.867133,-4.126231
18263,DD97BJ,DD97DP,56.729077,-2.647717,56.725975,-2.649919
18264,AB526JX,AB526LH,57.343276,-2.616461,57.3463,-2.610533
18265,EH151BT,EH414RH,55.954188,-3.122138,55.952338,-2.759691
18266,G661PQ,G128PZ,55.940238,-4.15422,55.87493,-4.287572
18267,HS53UE,HS33AE,57.743919,-6.983969,57.857845,-6.994575
18268,EH332RB,EH331LW,55.943597,-2.952694,55.943395,-2.951008
18269,PH152LQ,PH29NG,56.61385,-4.014008,56.327816,-3.353261
18270,G329NG,G340NB,55.845011,-4.14799,55.869889,-4.108688
18271,EH222AA,EH221AP,55.892818,-3.061265,55.894233,-3.067561
18272,EH126HB,DD84DE,55.950984,-3.245244,56.676104,-2.995537
18273,KA11UQ,KA36AA,55.602673,-4.512595,55.63013,-4.479591
18274,AB253BB,AB245NN,57.159649,-2.117954,57.154538,-2.083738
18275,IV124AP,IV362NZ,57.583918,-3.867806,57.620788,-3.649295
18276,IV362TE,IV316TR,57.60202,-3.721378,57.713485,-3.3047
18277,DG11PX,DG20DY,55.074524,-3.594655,55.078487,-3.628602
18278,G466UG,G760EW,55.797694,-4.301818,55.762233,-4.280424
18279,FK28JX,FK54RJ,56.06781,-3.767368,56.029691,-3.826562
18280,FK28JX,KY120BL,56.06781,-3.767368,56.082433,-3.43309
18281,PH28DF,PH12TL,56.378114,-3.427914,56.40599,-3.456104
18282,G769AJ,G443AE,55.787315,-4.235553,55.816044,-4.260588
18283,PA152LB,PA145UG,55.939949,-4.742895,55.924402,-4.670797
18284,KY146EZ,KY147DX,56.351244,-3.235088,56.293643,-3.239353
18285,KA269DZ,KA269HR,55.241576,-4.844046,55.244864,-4.853344
18286,EH458LU,EH312BB,55.653168,-3.181785,56.034042,-2.838134
18287,KA66DF,KA66DF,55.3966,-4.592746,55.3966,-4.592746
18288,KA66DF,KA66DF,55.3966,-4.592746,55.3966,-4.592746
18289,ML28PW,ML28SF,55.778447,-3.896492,55.791785,-3.911464
18290,KA89QX,KA74QQ,55.472465,-4.60249,55.431284,-4.631632
18291,G431JN,G468HH,55.816709,-4.306325,55.811856,-4.327745
18292,PH107PH,PH15AS,56.759509,-3.56966,56.408201,-3.449917
18293,G411BS,ML43ED,55.848425,-4.286862,55.820606,-4.025928
18294,G840AL,G840AY,56.078177,-4.827875,56.081193,-4.831199
18295,PA168UD,PA169AG,55.949043,-4.773895,55.944137,-4.777436
18296,KY25HB,KY12SA,56.117219,-3.166525,56.119101,-3.15399
18297,KA227BQ,KA227BQ,55.649521,-4.803237,55.649521,-4.803237
18298,KA227BQ,KA227BQ,55.649521,-4.803237,55.649521,-4.803237
18299,ML14FG,EH414HA,55.803502,-3.96798,55.947814,-2.801555
18300,IV35DD,IV35RR,57.476301,-4.230616,57.473877,-4.243028
18301,IV306BX,IV306BZ,57.636778,-3.307206,57.636982,-3.310965
18302,G696ST,G328HA,55.856266,-4.122438,55.842773,-4.165931
18303,EH145DT,EH111DS,55.904941,-3.287228,55.937576,-3.22349
18304,DG34EB,DG73NQ,55.182159,-3.868906,55.040566,-4.095196
18305,ML43LZ,G715LF,55.825782,-4.03252,55.833979,-4.053563
18306,G750NT,G743BN,55.754372,-4.171641,55.772942,-4.154115
18307,DG165AQ,DG165JY,54.994409,-3.067307,54.990168,-3.063519
18308,KA71QT,KA92BG,55.461236,-4.629926,55.489336,-4.614748
18309,G156SD,G156QE,55.904616,-4.369282,55.905944,-4.362804
18310,KA239HL,KA239AW,55.690553,-4.863352,55.695701,-4.855373
18311,DD40NS,DD52PZ,56.484905,-2.901802,56.476637,-2.855106
18312,G667EP,G667GB,55.972948,-4.189566,55.97483,-4.209018
18313,FK30BS,FK103NQ,56.004526,-3.708264,56.127439,-3.780264
18314,KA48HW,KA48JP,55.60025,-4.379056,55.60127,-4.3728
18315,PH26JY,PH26PL,56.420593,-3.406876,56.435137,-3.374231
18316,ML92RS,ML91DX,55.73213,-3.956009,55.741335,-3.97473
18317,G313RX,G671AX,55.860726,-4.201818,55.951181,-3.985054
18318,DD108EF,DD108SY,56.70666,-2.460221,56.724016,-2.462319
18319,KY129AE,KY113AG,56.077371,-3.463254,56.065831,-3.45509
18320,DD115RN,DD114HS,56.63462,-2.548275,56.575036,-2.601525
18321,EH128AT,EH42AR,55.942903,-3.281762,55.962471,-3.25641
18322,EH87HN,EH165PL,55.953057,-3.145471,55.929648,-3.165812
18323,FK38BA,FK42EX,56.019175,-3.723655,55.995059,-3.889018
18324,DD81JQ,DD83TH,56.636735,-2.896207,56.654055,-2.898693
18325,EH260QF,EH269JP,55.840454,-3.21175,55.832511,-3.241455
18326,DG64NP,DG35JH,54.869377,-4.07103,55.18349,-3.726854
18327,KA73DD,KA115DJ,55.454596,-4.615944,55.603659,-4.638882
18328,G822HH,G822TQ,55.950005,-4.556602,55.936686,-4.522961
18329,AB253TB,AB165XS,57.154192,-2.105084,57.160355,-2.138936
18330,EH288TP,EH484JF,55.931032,-3.413697,55.905128,-3.644382
18331,EH36SX,EH64RY,55.957447,-3.206579,55.97706,-3.198038
18332,KA278NG,KA278NR,55.530273,-5.133401,55.528762,-5.133484
18333,EH395JS,EH312DQ,56.003476,-2.733088,56.039242,-2.827798
18334,PA146PS,PA146DX,55.926139,-4.660751,55.922968,-4.650673
18335,G131UB,G521JT,55.883708,-4.339785,55.839129,-4.320097
18336,G838RX,G839LX,56.042179,-4.525976,56.013042,-4.503439
18337,EH91HD,EH259RG,55.936507,-3.193616,55.866036,-3.201265
18338,KY130UR,EH259RG,56.184864,-3.555414,55.866036,-3.201265
18339,KA269SA,KA197SN,55.278296,-4.721754,55.340543,-4.69458
18340,G120RZ,G115JY,55.882854,-4.296896,55.870692,-4.298895
18341,G626BU,G626BL,55.939086,-4.318111,55.940537,-4.318406
18342,G626BU,G815BT,55.939086,-4.318111,55.931655,-4.391988
18343,FK136JR,FK77TT,56.142652,-3.739802,56.09946,-3.925369
18344,G661BN,G662SA,55.93801,-4.174624,55.945378,-4.124253
18345,EH36QH,EH41NZ,55.958189,-3.19869,55.955427,-3.22141
18346,IV305HA,AB451JJ,57.699448,-3.476869,57.669487,-2.524157
18347,DG35LY,DG35NR,55.239882,-3.763461,55.237578,-3.764334
18348,G717HA,G697NB,55.813591,-4.079274,55.843767,-4.132171
18349,AB315UX,AB315TN,57.05502,-2.493935,57.051607,-2.496049
18350,AB315TB,AB315TN,57.051785,-2.505628,57.051607,-2.496049
18351,PA86BU,PA168AL,55.900035,-4.461325,55.95658,-4.770076
18352,HS12TR,HS20AA,58.219018,-6.38419,58.219011,-6.349668
18353,EH484DL,EH482AF,55.908361,-3.632361,55.902499,-3.650797
18354,G211BU,G200LZ,55.883328,-4.227291,55.89482,-4.290422
18355,EH216TT,EH413HA,55.935771,-3.076479,55.954684,-2.781037
18356,PH11GZ,PH28PD,56.389098,-3.466766,56.395044,-3.429196
18357,G775TA,G741PG,55.775174,-4.306916,55.759759,-4.176248
18358,G131LY,G628HY,55.889659,-4.324759,55.945894,-4.307371
18359,KA112FG,KA256JA,55.630344,-4.650225,55.74572,-4.689184
18360,DD11PE,DD15QE,56.458575,-2.977262,56.46202,-2.991583
18361,AB243QG,AB217FY,57.164079,-2.116315,57.201298,-2.181856
18362,DD37PQ,DD38LE,56.473329,-2.965693,56.484469,-2.977164
18363,DD37HN,DD38LE,56.472085,-2.97071,56.484469,-2.977164
18364,G208RG,G813JH,55.88694,-4.288104,55.917808,-4.408259
18365,DD82PZ,DD82DU,56.628746,-2.769026,56.628067,-2.766752
18366,KY155AL,KY154BY,56.317261,-3.015731,56.319492,-3.014419
18367,G524JG,KA73QN,55.858587,-4.372873,55.442414,-4.616023
18368,KA14BU,KA183PX,55.603224,-4.499655,55.517468,-4.085861
18369,FK125BT,FK101JF,56.15125,-3.809321,56.115513,-3.791365
18370,IV306RT,IV306LD,57.641497,-3.29389,57.634723,-3.297649
18371,EH47HG,EH35QF,55.953756,-3.287567,55.970392,-3.215553
18372,EH65DA,EH35QF,55.965309,-3.177313,55.970392,-3.215553
18373,KA12LT,KA92JA,55.613566,-4.510449,55.487102,-4.604437
18374,KY112RA,KY112RG,56.040814,-3.422443,56.037784,-3.423714
18375,EH217NW,EH345AW,55.938239,-3.034924,55.908428,-2.895904
18376,KY62RX,KY59EE,56.181863,-3.209036,56.133078,-3.311624
18377,G614NF,G626BX,55.921574,-4.338337,55.939857,-4.318237
18378,EH309AR,EH128QN,55.973622,-3.352275,55.947663,-3.291096
18379,G811EW,G37NB,55.894251,-4.383318,55.865652,-4.278733
18380,EH52AE,EH64RT,55.972913,-3.216001,55.976752,-3.194583
18381,KY120AB,KY40AD,56.075941,-3.446149,56.133685,-3.382058
18382,PA153AG,PA153EJ,55.937298,-4.746503,55.932178,-4.737462
18383,AB425BY,AB425EE,57.497402,-1.99845,57.525095,-2.006731
18384,AB439RR,AB425EE,57.695507,-2.017684,57.525095,-2.006731
18385,EH320TJ,EH22JR,55.970856,-2.939533,55.952496,-3.200562
18386,EH66DF,EH22JR,55.97416,-3.173544,55.952496,-3.200562
18387,G830TA,G839NB,55.984717,-4.579126,55.977659,-4.558876
18388,TD98AW,TD98BT,55.430916,-2.772341,55.434953,-2.774659
18389,EH309SD,EH309RW,55.989848,-3.397983,55.990915,-3.40729
18390,DD114HS,DD115RN,56.575036,-2.601525,56.63462,-2.548275
18391,HS12RS,HS20BF,58.202614,-6.383059,58.204135,-6.339686
18392,KA136QS,KA11DD,55.650886,-4.725565,55.610948,-4.498642
18393,TD145JS,TD145AP,55.852212,-2.189304,55.871776,-2.096497
18394,EH477DE,EH546FE,55.875182,-3.622304,55.883075,-3.517117
18395,AB439AE,AB439NU,57.692651,-2.00475,57.685051,-2.016958
18396,AB439PH,AB439NU,57.688019,-2.018089,57.685051,-2.016958
18397,IV306GD,IV306AN,57.63828,-3.283357,57.643037,-3.289137
18398,ML20BP,ML20AL,55.769645,-3.95352,55.766776,-3.941213
18399,AB123TU,AB515XZ,57.097852,-2.088297,57.255123,-2.370078
18400,EH332LZ,EH218DZ,55.919236,-2.978766,55.941354,-3.016948
18401,IV499BJ,IV499BL,57.147467,-6.103087,57.152623,-6.09666
18402,HS29JD,HS29ER,58.196587,-7.015254,58.190285,-6.936669
18403,HS29QD,HS29QE,58.090263,-6.478812,58.091674,-6.472213
18404,KW14RW,KW14JQ,58.474793,-3.134827,58.445187,-3.078829
18405,PA11SR,PA59QH,55.842595,-4.419418,55.827343,-4.499795
18406,KY61NA,KY75PY,56.199841,-3.197126,56.198053,-3.169026
18407,KW172EH,KW172UF,59.003072,-3.105584,59.003501,-3.114399
18408,EH44DP,EH104EX,55.969152,-3.247991,55.936819,-3.206801
18409,FK136BP,FK136PE,56.151622,-3.750585,56.153179,-3.733033
18410,EH38DU,EH44RS,55.946546,-3.214485,55.969941,-3.25779
18411,G235PX,G38UQ,55.901446,-4.293196,55.8615,-4.271696
18412,G848XD,G821SF,56.00487,-4.738082,55.944921,-4.571642
18413,PA102EL,PA102JP,55.832239,-4.548977,55.83732,-4.554006
18414,EH45BE,EH53NR,55.964466,-3.271245,55.971486,-3.20756
18415,KY11PJ,EH42AG,56.095606,-3.163091,55.96018,-3.25584
18416,EH76DE,EH76BP,55.961635,-3.158315,55.959852,-3.156788
18417,IV149AT,IV149AS,57.589884,-4.541117,57.591186,-4.542513
18418,G428HH,G427DF,55.835494,-4.257818,55.839457,-4.256897
18419,G537BB,G699AB,55.807984,-4.342802,55.899431,-4.110431
18420,G812DH,G211HG,55.911309,-4.395406,55.878706,-4.241572
18421,DD82PY,DD82PY,56.627705,-2.761475,56.627705,-2.761475
18422,DD82PY,DD82PY,56.627705,-2.761475,56.627705,-2.761475
18423,KW147QQ,KW148UR,58.584581,-3.535733,58.593845,-3.389341
18424,KY83RW,KY84AH,56.188246,-3.002962,56.197444,-3.013029
18425,EH39DE,EH38DU,55.945465,-3.199641,55.946546,-3.214485
18426,EH165BP,EH128ER,55.940434,-3.176734,55.943226,-3.301179
18427,G815BQ,G814BP,55.929774,-4.395633,55.912694,-4.431723
18428,PA238BU,PA237QL,55.954816,-4.920012,55.927886,-4.938372
18429,AB158BE,AB166UX,57.144261,-2.178601,57.155069,-2.157628
18430,AB561BN,AB564YG,57.675739,-2.966534,57.692466,-2.81834
18431,KA278AJ,KA278BD,55.576688,-5.146733,55.574135,-5.143336
18432,KA92LB,KA89AR,55.502858,-4.604068,55.474221,-4.621691
18433,PA237DW,PA238NS,55.952016,-4.931453,55.961474,-4.917762
18434,PH15GB,PH20AU,56.39884,-3.431203,56.381195,-3.443465
18435,AB123GY,DD84LF,57.108043,-2.095024,56.679198,-3.009508
18436,EH218BY,EH41AF,55.938424,-3.018135,55.958756,-3.225937
18437,EH36TF,EH11TN,55.956731,-3.202135,55.960382,-3.176699
18438,AB561BZ,AB561EP,57.670789,-2.961575,57.670496,-2.976404
18439,KA13JN,KA56HR,55.604349,-4.490808,55.515404,-4.30474
18440,AB210GL,AB219JW,57.203237,-2.218846,57.192128,-2.177035
18441,IV38LZ,IV35LS,57.484041,-4.253545,57.483045,-4.244408
18442,DD37AW,DD37AW,56.468688,-2.973172,56.468688,-2.973172
18443,G117XF,G128QX,55.871883,-4.316885,55.877377,-4.28906
18444,G334RU,G334RJ,55.857086,-4.137375,55.857893,-4.135406
18445,PA237DJ,PA237JG,55.94827,-4.925659,55.946627,-4.933144
18446,G327NN,PA48TL,55.852283,-4.176542,55.882701,-4.37751
18447,PA766SJ,PA766SP,56.331076,-6.392809,56.326891,-6.40476
18448,KY58PD,KY58NZ,56.165632,-3.330078,56.163943,-3.328425
18449,PA146AS,PA146BA,55.923465,-4.645504,55.923445,-4.650225
18450,PA48LJ,PA48BP,55.870112,-4.397297,55.876713,-4.37233
18451,PA48LJ,G22UQ,55.870112,-4.397297,55.862296,-4.258464
18452,G467EB,G432XS,55.807292,-4.296576,55.82455,-4.286369
18453,G336HY,G336ND,55.890373,-4.144691,55.883239,-4.163548
18454,IV191PS,IV170SH,57.807654,-4.058094,57.695812,-4.252271
18455,PH12PN,PH12DD,56.409459,-3.461358,56.400748,-3.460198
18456,EH47DN,EH13RZ,55.95855,-3.28369,55.9588,-3.18993
18457,AB534HD,AB547TH,57.534494,-2.48516,57.560537,-2.630492
18458,KA256HN,KA256DS,55.753473,-4.685717,55.746155,-4.692735
18459,FK103GF,FK101DT,56.133305,-3.776503,56.114537,-3.792365
18460,DD46EN,PH28ED,56.467955,-2.955396,56.391607,-3.437412
18461,AB437JL,AB421BY,57.694985,-2.118602,57.504778,-1.776989
18462,ML60AG,ML69ED,55.866456,-3.98299,55.857794,-3.986272
18463,KA92GY,KA73SB,55.499298,-4.601173,55.44459,-4.610537
18464,KA136BL,KA136BP,55.652878,-4.700554,55.651764,-4.700493
18465,DD40HY,DD53SQ,56.490913,-2.925327,56.479645,-2.855369
18466,TD74LJ,TD74AT,55.550389,-2.839332,55.545935,-2.837652
18467,PA145XU,PA145LE,55.925163,-4.678406,55.933596,-4.696826
18468,KA91BG,KA71PQ,55.503051,-4.599251,55.463437,-4.629977
18469,ML38RJ,G729RN,55.754552,-4.089227,55.791458,-4.106341
18470,KA107EA,G537ZL,55.55398,-4.638784,55.803602,-4.359965
18471,EH477LG,EH477DT,55.874731,-3.623165,55.878784,-3.621735
18472,KA67JU,KA67JW,55.360418,-4.496176,55.357424,-4.490497
18473,G781JT,PA11AN,55.797877,-4.401709,55.844032,-4.418295
18474,EH530AF,EH165BF,55.89002,-3.460379,55.939409,-3.172077
18475,EH11JF,EH38DT,55.947174,-3.189733,55.946375,-3.215489
18476,DD115AZ,DD111HY,56.56366,-2.57562,56.560758,-2.583174
18477,EH64UF,EH66BS,55.980501,-3.189747,55.97202,-3.17271
18478,EH225PB,EH224QQ,55.868911,-3.040893,55.863595,-3.062593
18479,G767AW,G767NH,55.786994,-4.278936,55.791918,-4.287248
18480,G759LL,G413JF,55.738825,-4.209839,55.826288,-4.285194
18481,IV78DL,IV159SN,57.578925,-4.439782,57.595367,-4.430592
18482,ZE29AY,ZE29AZ,60.498839,-1.05451,60.495546,-1.055201
18483,ZE29AY,ZE29AZ,60.498839,-1.05451,60.495546,-1.055201
18484,KW148PS,KW148SP,58.59045,-3.51956,58.589383,-3.437823
18485,KW148PS,KW148HS,58.59045,-3.51956,58.593335,-3.510996
18486,ML74LN,ML74ND,55.842918,-3.878308,55.843274,-3.870292
18487,ML14HT,G717HZ,55.809977,-3.978888,55.822486,-4.083912
18488,G535UF,G467SN,55.836415,-4.345934,55.801597,-4.322712
18489,FK178AS,FK178LX,56.246178,-4.227933,56.238052,-4.199453
18490,IV306GR,IV301PG,57.637119,-3.29417,57.645332,-3.324318
18491,KA32HL,KA11QY,55.633493,-4.497662,55.604951,-4.497879
18492,ML41AA,G334RG,55.818714,-4.022957,55.860665,-4.143948
18493,G659JX,G674LL,55.975695,-4.06287,55.938551,-4.019882
18494,FK94RF,FK81ND,56.152325,-3.939388,56.123534,-3.929403
18495,IV418PN,IV408BH,57.271713,-5.72724,57.280474,-5.717984
18496,EH104AJ,EH38BL,55.929947,-3.2075,55.944898,-3.206684
18497,ML43LU,ML42LX,55.825888,-4.039135,55.812523,-4.011958
18498,AB219LZ,AB217NB,57.179198,-2.177215,57.20886,-2.176696
18499,FK81RW,FK81JP,56.131278,-3.955402,56.12423,-3.940195
18500,FK81RW,FK29BA,56.131278,-3.955402,56.000438,-3.763762
18501,FK81NR,FK29BA,56.12113,-3.93444,56.000438,-3.763762
18502,G313PE,G311HX,55.861004,-4.208128,55.858411,-4.224538
18503,EH209RJ,EH39DN,55.877102,-3.146462,55.945841,-3.201237
18504,KA181EF,KA67NS,55.451469,-4.271278,55.35707,-4.499436
18505,KY168YH,KY160BG,56.32894,-2.830162,56.379936,-2.926634
18506,PA318NR,PA308EY,56.038175,-5.42808,56.016074,-5.448446
18507,FK39AF,FK39AN,56.018215,-3.710007,56.019467,-3.709774
18508,G213BG,G21HG,55.881928,-4.203,55.863858,-4.255118
18509,EH91TE,EH23EW,55.934621,-3.176654,55.953079,-3.201126
18510,DG20QE,DG54HT,55.079376,-3.62397,54.933656,-3.811309
18511,G36BY,G206LF,55.869204,-4.281019,55.87783,-4.272218
18512,DG27HE,DG20NJ,55.057773,-3.606154,55.085198,-3.632118
18513,G24PH,G823EA,55.863796,-4.269992,55.959291,-4.554057
18514,AB158UD,AB326FJ,57.166126,-2.217812,57.146224,-2.27665
18515,IV26UP,IV26UR,57.186476,-4.535464,57.191538,-4.497723
18516,PA160YJ,PA169AP,55.937122,-4.807713,55.943031,-4.785381
18517,EH38BU,EH39DE,55.945634,-3.209477,55.945465,-3.199641
18518,IV306GL,IV361NT,57.641334,-3.28519,57.60952,-3.613935
18519,FK94BW,FK30EE,56.148749,-3.946637,56.005335,-3.708251
18520,G626BL,G626AJ,55.940537,-4.318406,55.939557,-4.311718
18521,ML15JZ,ML15AP,55.811015,-3.949352,55.810905,-3.95289
18522,FK12NT,EH497RB,55.934303,-3.743241,55.975512,-3.630541
18523,FK150NR,FK103NA,56.194954,-3.947398,56.124147,-3.780907
18524,PA344EE,PA344HG,56.40705,-5.463495,56.395464,-5.489153
18525,IV159HA,IV67XR,57.594897,-4.424619,57.520597,-4.462037
18526,PA160AW,PA169BH,55.909268,-4.871536,55.942087,-4.777065
18527,PA153DE,PA153DE,55.934339,-4.742562,55.934339,-4.742562
18528,G156DW,G158LZ,55.907661,-4.35246,55.910284,-4.373165
18529,G814AB,G813QY,55.910327,-4.426725,55.913595,-4.424625
18530,EH497HU,EH477NF,55.977191,-3.59458,55.877631,-3.623366
18531,EH497HU,EH477NF,55.977191,-3.59458,55.877631,-3.623366
18532,EH38BL,EH104AJ,55.944898,-3.206684,55.929947,-3.2075
18533,IV308SE,IV301XN,57.607036,-3.290721,57.649246,-3.297685
18534,G445RW,G744UF,55.815906,-4.236443,55.773365,-4.192214
18535,KY155DA,KY154HY,56.317089,-3.00711,56.318145,-3.027347
18536,ML12NT,G403SR,55.783751,-3.963084,55.847851,-4.223072
18537,G402UT,G403SR,55.853985,-4.215833,55.847851,-4.223072
18538,G211UU,G133QT,55.89342,-4.232283,55.892426,-4.34279
18539,IV201TA,IV201XW,57.775332,-3.964991,57.764205,-3.927822
18540,AB243DR,PH28AU,57.162836,-2.099249,56.384061,-3.432625
18541,KA35AT,KA35HX,55.683003,-4.512067,55.677407,-4.508383
18542,KA73YJ,KA72RE,55.439384,-4.611854,55.451749,-4.629658
18543,G117JS,G115BY,55.875378,-4.315975,55.87402,-4.306639
18544,EH165UJ,EH47QH,55.918768,-3.147917,55.959459,-3.294756
18545,TD99JS,TD86HQ,55.423704,-2.78158,55.480739,-2.548001
18546,HS95YQ,HS95UX,56.999938,-7.424175,56.996022,-7.416332
18547,EH221BL,EH223ND,55.895194,-3.066112,55.880233,-3.090146
18548,EH128AR,EH12PB,55.947835,-3.308844,55.949488,-3.194385
18549,KY26RY,KY26HX,56.132017,-3.180762,56.136342,-3.178545
18550,G758EW,ML37NZ,55.755171,-4.203464,55.763783,-4.03833
18551,AB106HQ,AB123EW,57.135249,-2.119479,57.123937,-2.090242
18552,IV316PS,IV316AX,57.72314,-3.285638,57.721874,-3.286416
18553,IV316TR,IV362TE,57.713485,-3.3047,57.60202,-3.721378
18554,EH331HQ,EH355JS,55.944271,-2.952727,55.909898,-2.948008
18555,AB326HN,AB326FH,57.141935,-2.430103,57.15635,-2.297745
18556,PH28DB,DD108EG,56.378289,-3.430578,56.706854,-2.45895
18557,EH192JP,EH177AB,55.873757,-3.111553,55.907302,-3.133916
18558,G459PN,G459LW,55.800331,-4.240847,55.800794,-4.238608
18559,KY157EL,KY13LA,56.248,-3.157752,56.129844,-3.140425
18560,DG72HP,DG72JL,54.882256,-4.182974,54.884171,-4.184426
18561,KA128RE,KA120QX,55.616152,-4.670799,55.621033,-4.655569
18562,FK65LA,FK65DU,56.006554,-3.908778,56.018138,-3.905275
18563,PA48TL,G327NN,55.882701,-4.37751,55.852283,-4.176542
18564,PA11UL,PA33FF,55.843481,-4.423275,55.841428,-4.471786
18565,KA136NW,KA12FB,55.65859,-4.715798,55.612538,-4.523227
18566,DD47PU,DD53NP,56.473525,-2.929319,56.47882,-2.865465
18567,G211TN,G36DT,55.874108,-4.235667,55.870148,-4.274007
18568,FK101JE,FK101DG,56.115157,-3.791735,56.109079,-3.788879
18569,FK101JE,FK101AG,56.115157,-3.791735,56.11578,-3.794032
18570,G328HA,G696ST,55.842773,-4.165931,55.856266,-4.122438
18571,IV316AA,PH336UY,57.721706,-3.281941,56.811891,-5.114547
18572,G50NF,G11HU,55.847486,-4.242474,55.858966,-4.245708
18573,EH224BU,EH225DN,55.871577,-3.057058,55.86816,-3.04474
18574,G661HF,G659QL,55.938555,-4.155408,55.957969,-4.085027
18575,G776HR,G775RE,55.782605,-4.323272,55.769947,-4.309142
18576,AB159PN,AB157XN,57.124875,-2.153774,57.135773,-2.150094
18577,PA237DY,PA237HU,55.946983,-4.92875,55.945443,-4.928505
18578,G672PX,G673HU,55.94381,-3.982171,55.935429,-3.957463
18579,AB564NB,IV301UU,57.703187,-2.855614,57.644102,-3.300031
18580,IV306NF,IV304HH,57.649439,-3.290319,57.659506,-3.308928
18581,EH88BE,EH39BH,55.950908,-3.184036,55.94541,-3.203914
18582,KA215EL,KA216EW,55.633029,-4.788536,55.648622,-4.780759
18583,EH112NS,EH106JD,55.938224,-3.231435,55.916912,-3.212647
18584,DG14XG,DG165GG,55.057733,-3.581086,54.99678,-3.057225
18585,KW151AA,KW172PE,58.983311,-2.960721,59.103706,-3.087653
18586,EH37UL,EH234DX,55.951316,-3.212793,55.847117,-3.043585
18587,EH89DR,EH11SR,55.946472,-3.184299,55.95078,-3.184799
18588,KY139JE,KY25QA,56.200506,-3.310556,56.115575,-3.170303
18589,G37NB,G149PS,55.865652,-4.278733,55.875253,-4.340812
18590,AB510EQ,AB118DU,57.337082,-2.319129,57.129652,-2.088819
18591,AB167BB,AB167LN,57.167635,-2.15115,57.169129,-2.156447
18592,G776TU,G25ER,55.780099,-4.351973,55.861692,-4.257102
18593,KY25YR,KY83AL,56.114507,-3.183378,56.186681,-3.007626
18594,EH234PG,EH209SP,55.857637,-3.05751,55.873723,-3.10428
18595,EH414RH,EH151BT,55.952338,-2.759691,55.954188,-3.122138
18596,EH332QN,EH36NL,55.936575,-2.957304,55.957431,-3.193397
18597,EH178DH,EH546GU,55.899676,-3.15199,55.888886,-3.529671
18598,FK54NG,G28JX,56.025469,-3.836713,55.858301,-4.262385
18599,KY63DT,EH166TX,56.204223,-3.215817,55.902687,-3.16625
18600,G521TJ,KA114HW,55.83743,-4.332276,55.610628,-4.643765
18601,ML51HW,G25QY,55.857118,-4.042896,55.862054,-4.263308
18602,PA13PN,PA13PP,55.846581,-4.405432,55.848781,-4.4083
18603,G727JR,G328RF,55.820383,-4.166334,55.830242,-4.166097
18604,DD112AY,DD112DS,56.558945,-2.592387,56.55443,-2.600824
18605,FK136DQ,EH64RE,56.14428,-3.738411,55.973365,-3.195858
18606,G641UZ,G661SL,55.911885,-4.194315,55.94195,-4.164408
18607,G320TN,G329NY,55.850249,-4.133856,55.843061,-4.143825
18608,IV23DN,KW106UB,57.459617,-4.198189,57.970079,-3.990828
18609,IV305RR,IV308TW,57.699751,-3.394977,57.603804,-3.345664
