"Address",Latitude,Longitude
"PA14 5",55.9313,-4.68626
"PA14 6",55.9247,-4.64372
"PA15 1",55.948,-4.75721
"PA15 2",55.9393,-4.72549
"PA15 3",55.9349,-4.73963
"PA15 4",55.9431,-4.75794
"PA16 0",55.93,-4.83006
"PA16 7",55.952,-4.78846
"PA16 8",55.9525,-4.77203
"PA16 9",55.9385,-4.78342
"PA17 5",55.8693,-4.87487
"PA18 6",55.8914,-4.88011
"PA19 1",55.9524,-4.82131
"PA2 0",55.8257,-4.46638
"PA2 6",55.835,-4.42391
"PA2 7",55.832,-4.4035
"PA2 8",55.8216,-4.43671
"PA2 9",55.8337,-4.45087
"PA20 0",55.8434,-5.06771
"PA20 9",55.8236,-5.04437
"PA21 2",55.9031,-5.25039
"PA22 3",55.9702,-5.12229
"PA23 7",55.9349,-4.94068
"PA23 8",55.9692,-4.92735
"PA24 8",56.1548,-4.90418
"PA25 8",56.214,-5.04377
"PA26 8",56.2605,-4.93511
"PA27 8",56.1478,-5.07732
"PA28 6",55.4341,-5.60563
"PA29 6",55.8059,-5.47458
"PA3 1",55.8486,-4.44874
"PA3 2",55.8549,-4.4299
"PA3 3",55.8488,-4.49202
"PA3 4",55.8557,-4.41286
"PA30 8",56.0135,-5.44951
"PA31 8",56.0568,-5.46425
"PA32 8",56.1976,-5.12694
"PA33 1",56.3747,-5.04489
"PA34 4",56.3789,-5.49305
"PA34 5",56.4378,-5.50874
"PA35 1",56.4069,-5.22743
"PA36 4",56.52,-4.7731
"PA37 1",56.4631,-5.39763
"PA38 4",56.5953,-5.33231
"PA4 0",55.8692,-4.38764
"PA4 8",55.8762,-4.38976
"PA4 9",55.8831,-4.42467
"PA41 7",55.675,-5.74237
"PA42 7",55.6389,-6.18781
"PA43 7",55.7558,-6.28464
"PA44 7",55.7977,-6.28834
"PA45 7",55.8196,-6.16685
"PA46 7",55.8612,-6.1196
"PA47 7",55.682,-6.50402
"PA48 7",55.7387,-6.38451
"PA49 7",55.7799,-6.38999
"PA5 0",55.8246,-4.52135
"PA5 8",55.8364,-4.51455
"PA5 9",55.8312,-4.49281
"PA6 7",55.863,-4.53445
"PA60 7",55.8784,-5.91779
"PA61 7",56.0717,-6.20286
"PA64 6",56.4465,-5.69109
"PA65 6",56.4691,-5.7253
"PA66 6",56.3274,-6.33963
"PA67 6",56.3138,-6.23196
"PA7 5",55.9069,-4.50258
"PA70 6",56.3652,-6.02689
"PA72 6",56.5179,-5.96576
"PA73 6",56.4959,-6.1837
"PA75 6",56.6142,-6.10788
"PA76 6",56.3335,-6.39495
"PA77 6",56.4952,-6.87843
"PA78 6",56.6264,-6.54584
"PA8 6",55.9053,-4.4634
"PA8 7",55.8975,-4.44415
"PA80 5",56.7986,-6.77083
"PA9 1",55.8112,-4.55027
"PH1 1",56.3923,-3.478
"PH1 2",56.4038,-3.46413
"PH1 3",56.4182,-3.5057
"PH1 4",56.5029,-3.47969
"PH1 5",56.399,-3.43579
"PH10 6",56.5852,-3.34622
"PH10 7",56.6399,-3.3765
"PH11 8",56.64,-3.2365
"PH12 8",56.5757,-3.15676
"PH13 9",56.5388,-3.27714
"PH14 9",56.4507,-3.18774
"PH15 2",56.611,-3.93177
"PH16 5",56.7064,-3.80151
"PH17 2",56.6861,-4.36838
"PH18 5",56.7753,-3.89314
"PH19 1",56.9341,-4.25456
"PH2 0",56.3723,-3.47432
"PH2 6",56.4404,-3.39228
"PH2 7",56.3959,-3.33939
"PH2 8",56.3867,-3.42781
"PH2 9",56.3313,-3.40341
"PH20 1",57.0557,-4.14797
"PH21 1",57.0891,-4.02239
"PH22 1",57.1988,-3.81221
"PH23 3",57.2871,-3.8022
"PH24 3",57.2586,-3.74107
"PH25 3",57.2653,-3.64585
"PH26 3",57.3298,-3.60565
"PH3 1",56.3013,-3.70533
"PH31 4",56.8923,-4.82159
"PH32 4",57.1441,-4.68372
"PH33 6",56.8154,-5.10632
"PH33 7",56.8338,-5.11938
"PH34 4",56.916,-4.92897
"PH35 4",57.0751,-4.8869
"PH36 4",56.7194,-5.85447
"PH37 4",56.8419,-5.49463
"PH38 4",56.8522,-5.74011
"PH39 4",56.912,-5.84183
"PH4 1",56.2637,-3.77945
"PH40 4",56.9631,-5.80151
"PH41 4",57.0077,-5.81648
"PH42 4",56.8681,-6.19163
"PH49 4",56.6785,-5.11521
"PH5 2",56.3293,-3.82977
"PH50 4",56.7145,-4.96578
"PH6 2",56.3718,-3.98876
"PH7 3",56.373,-3.81459
"PH7 4",56.3739,-3.85469
"PH8 0",56.5625,-3.59724
"PH9 0",56.6541,-3.69889
"TD1 1",55.6197,-2.82121
"TD1 2",55.6398,-2.80611
"TD1 3",55.6071,-2.80569
"TD10 6",55.7162,-2.44213
"TD11 3",55.7871,-2.31458
"TD12 4",55.6528,-2.24174
"TD13 5",55.9348,-2.38181
"TD14 5",55.867,-2.12303
"TD15 1",55.7723,-2.02178
"TD2 6",55.7307,-2.75483
"TD3 6",55.7016,-2.5732
"TD4 6",55.6406,-2.67384
"TD5 7",55.6099,-2.44158
"TD5 8",55.5618,-2.38856
"TD6 0",55.5734,-2.6583
"TD6 9",55.5892,-2.72203
"TD7 4",55.543,-2.833
"TD7 5",55.531,-2.91742
"TD8 6",55.476,-2.54333
"TD9 0",55.3309,-2.80968
"TD9 7",55.4251,-2.81698
"TD9 8",55.4354,-2.72563
"TD9 9",55.4159,-2.76996
"ZE1 0",60.1515,-1.16986
"ZE2 9",60.3089,-1.22925
"ZE3 9",59.8833,-1.30441
